Community,Num,Id,Request,EN1,EN2,EN3,EN4,EN5,EN6,EN7,EN8,EN9,EN10,EN11,EN12,EN13,EN14,EN15,EN16,EN17,EN18,EN19,EN20,EN21,EN22,EN23,EN24,EN25,EN26,EN27,EN28,EN29,EN30,EN31,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21
Wikipedia,1022,51534,I reverted 'url' as it complicated my normal routine archiving of all the discussions on my talk page.  Could you please refrain from this kind of edit in future?,-3,-7,-2,0,-5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,7,5,9,,8,1,,,-2,,,,,,,,,,,
Wikipedia,1023,52673,I am trying to figure out the exact definition of 'url' however do not have access to Andrews.  Could you help?,8,0,0,1,-1,-2,3,,,,,,,,,,,,,,,,,,,,,,,,,2,12,6,5,,6,0,,,-3,,,,,,,,,,,
Wikipedia,1024,60607,"The article is not about this, at all. Could you explain your logic?",-9,-6,2,-2,-2,-4,0,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,7,,8,2,,,-11,,,,,,,,,,,
Wikipedia,1025,66092,"Per 'url', there was an autoblock affecting your editing that has now been lifted.  Can you edit freely now?",13,0,0,2,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,5,,9,9,,,1,,,,,,,,,,,
Wikipedia,1026,69712,"You mean ""the higher solubility in the ocean""? Solubility of what?",4,-4,1,-4,-4,-6,0,,,,,,,,,,,,,,,,,,,,,,,,,0,2,-4,,,8,3,,,-4,,,,,,,,,,,
Wikipedia,1027,70280,it is up on their website. Do you know how to put it on the south wales scorpions infobox thing on the wikipedia page?,4,-1,1,1,4,-2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,,7,1,,,2,,,,,,,,,,,
Wikipedia,1028,75904,I'm interested in why you reduced the columns from 5 to 2? Could you reply on my talk page please?,-4,-5,1,2,-3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,2,5,5,10,,9,4,,,-2,,,,,,,,,,,
Wikipedia,1029,79211,Is as usual being overrun with pointless blather. Would you like to set up a subpage to discuss sources?,-10,,0,-3,1,-3,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,5,,10,1,,,-2,,,,,,,,,,,
Wikipedia,1030,83428,"Sorry, but i do not find ""double torpedo tunnels"" to be very good. Can you come up with something better?",-5,-6,0,-2,-6,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,-2,2,,2,-3,,,-1,,,,,,,,,,,
Wikipedia,1031,83786,"OK, I will do that. But probably we should first set the gallery up on commons - do you know anything about editing/creating there?",8,0,-2,1,-7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,3,6,1,2,5,,8,,,,,,,,,,,,,,
Wikipedia,1032,83791,Why are you uploading/changing badge files here? Surely you should just upload them to Commons then list the wikipedia version for deletion?,-8,-8,0,-2,-6,-2,-6,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,-2,1,6,,2,,,,,,,,,,,,,,
Wikipedia,1033,85093,I have attempted to address your concern. Could you take another look at the article?,7,-2,-1,4,2,-2,4,,,,,,,,,,,,,,,,,,,,,,,,,7,2,-2,5,7,,6,,,,,,,,,,,,,,
Wikipedia,1034,85552,"I have no idea how to explain that succinctly, though I'll probably write a couple of articles on the whole mess soon. Any idea how to incorporate that into the article?",7,4,-1,-2,2,-2,5,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,6,6,,3,,,,,,,,,,,,,,
Wikipedia,1035,98588,The notion that a hunter would kill dozens of birds with a single shot seems outlandish to me.  Do you have a reference for this?,-6,-2,1,-2,-6,-2,1,,,,,,,,,,,,,,,,,,,,,,,,,-2,2,-1,5,3,,7,,,,,,,,,,,,,,
Wikipedia,1036,98833,"I'm disappointed that your first response here was to revert me without discussion, and to assert a consensus that was not apparent.  Before you choose to revert me again, can you ''please'' participate in the discussion at WT:RD?",-10,-10,-4,-8,-7,3,-7,,,,,,,,,,,,,,,,,,,,,,,,,-11,-9,-1,10,-1,,10,,,,,,,,,,,,,,
Wikipedia,1037,99444,Hello. Can you please pass the pilot whale article?,10,0,1,-2,3,0,4,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,8,9,,6,,,,,,,,,,,,,,
Wikipedia,1038,102052,"What you linked to looks good, but what was I supposed to compare it with again? Got a link?",4,0,0,-2,-2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,10,5,,11,,,,,,,,,,,,,,
Wikipedia,1039,105723,I noticed your nice improvements to 'url'. Are you thinking of merging/redirecting 'url' to that article?,8,3,3,5,2,-2,4,,,,,,,,,,,,,,,,,,,,,,,,,8,10,3,6,6,,2,,,,,,,,,,,,,,
Wikipedia,1040,109287,"You are so right, 'url' looks to be blatant advertising.  Why don't you put it up for 'url'?",7,1,-2,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,2,6,,5,,,,,,,,,,,,,,
Wikipedia,1041,109807,"Can you please explain what the two fields you added to the table at 'url' are supposed to mean?  What ""reaction""?",6,0,-1,1,-3,-2,-7,,,,,,,,,,,,,,,,,,,,,,,,,3,6,0,9,3,,4,,,,,,,,,,,,,,
Wikipedia,1042,110401,Have you received the 1972 Encyclopedia of PNG you mentioned during the discussion about 'url'? Was there a detailed entry for Dagora?,8,3,-1,-1,3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,1,-1,5,,3,,,,,,,,,,,,,,
Wikipedia,1043,119849,"I've noticed that you're engaged in several edit wars, with Meliniki, regarding minor alterations to multiple Greek language articles. Perhaps you should consider discussing the changes on Meliniki's 'url' instead?",-7,0,-5,0,-2,-3,1,,,,,,,,,,,,,,,,,,,,,,,,,10,5,0,5,4,,3,,,,,,,,,,,,,,
Wikipedia,1044,123039,"When creating 'url', I also had to create 'url', 'url' and 'url'. I was wondering if you could populate them?",6,-1,-1,0,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,5,3,,4,,,,,,,,,,,,,,
Wikipedia,1045,123350,if i send email to permissions-en@wikimedia.org is the email made public? where is it made public?,9,1,0,-1,1,-3,-2,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,3,1,,2,,,,,,,,,,,,,,
Wikipedia,1046,123760,A question has come up whether 'url' was Jewish (see 'url').  Do you have any references that might help?,8,6,1,1,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,7,6,0,10,,,,,,,,,,,,,,,,,
Wikipedia,1047,125991,I wish I could find a better one but I don't think I know where one is I think the composition needs more information. Can you do that?,10,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,8,-2,5,,,,,,,,,,,,,,,,,
Wikipedia,1048,127846,"Listed by designation, new to me? have you a guideline or discussion reference for that?",4,,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,-3,5,,,,,,,,,,,,,,,,,
Wikipedia,1049,134176,Take a look at the most recent post to 'url'. Can you make a stub out of it?,3,-3,1,0,-1,7,2,,,,,,,,,,,,,,,,,,,,,,,,,0,6,-1,6,,,,,,,,,,,,,,,,,
Wikipedia,1050,136176,"Hi, I just couldn't understand 'url' ! Could you explain,please ?",9,-6,2,1,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,2,3,7,9,,,,,,,,,,,,,,,,,
Wikipedia,1051,139091,"Hello Roman! If you have time, could you add a 'url' infobox (with census data) for 'url'?",10,6,0,3,8,7,3,,,,,,,,,,,,,,,,,,,,,,,,,7,8,8,8,,,,,,,,,,,,,,,,,
Wikipedia,1052,139788,"I pretty much agree with 'url', except I would like to know why you modified the see also section to be a hatnote. Doesn't 'url' have specific requirements for this?",0,-5,1,1,-1,-4,-2,,,,,,,,,,,,,,,,,,,,,,,,,2,-1,-2,2,,,,,,,,,,,,,,,,,
Wikipedia,1053,141299,"I did notice that some articles linked to the ones I worked on are now missing, which leaves a link hanging.  If you're going to delete articles, shouldn't someone clean up these broken links?",-5,-7,1,0,-4,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,1,-4,-4,9,,,,,,,,,,,,,,,,,
Wikipedia,1054,143574,"Hi, just returned from a longer vacation where I was 100% offline and can look at it soon if it is not too late. What is the deadline?",13,-1,1,1,-4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,7,7,1,7,,,,,,,,,,,,,,,,,
Wikipedia,1055,144161,I though it's better like that. Can you revert it?,7,-5,0,0,-2,-2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,4,,,,,,,,,,,,,,,,,
Wikipedia,1056,147665,"Due to your edits to this template, 'url' is now required on all transclusions.  Are you running a bot to clean this up?",-4,-7,-1,1,-2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,-1,2,-1,4,,,,,,,,,,,,,,,,,
Wikipedia,1057,153742,An article about a craver named 'url' needs some work. Can you clean the article up?,7,-3,1,0,2,-2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,
Wikipedia,1058,153809,That user 'url' moved 'url' page for no reason and I do not understand why it was moved or why a persistent vandalist like this was allowed to move it. Is there anyway at all to get it moved back and that user permanently banned?,-10,-10,1,-1,-3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,4,6,-2,4,,,,,,,,,,,,,,,,,
Wikipedia,1059,153974,"Hi, you recently edited that the Independence Hall was once the tallest building in Philadelphia on the 'url' article.  Do you have any source that supports this?",-1,-3,1,1,2,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,2,,,,,,,,,,,,,,,,,
Wikipedia,1060,155694,"I see you've added 'url' to the category ""Jewish-Canadians"".  What is your source for this?",0,-5,-1,0,-3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,-5,7,,,,,,,,,,,,,,,,,
Wikipedia,1061,157019,You've contributed a lot to Puget Sound area articles.  Would you be willing to take a look at the debate I'm having at 'url' and do whatever you think is best?,10,0,0,7,3,-2,1,,,,,,,,,,,,,,,,,,,,,,,,,10,11,4,,4,,,,6,11,5,,,,,,,,,,
Wikipedia,1062,157481,"Do you have any thoughts on renaming the page to reflect that the notability (and most of the content) is about the labor dispute/takeover, etc. than the company itself?",5,6,0,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1,,3,,,1,5,5,3,,,,,,,,,,
Wikipedia,1063,159734,I'm currently considering nominating you for adminship at 'url'. Are you interested?,8,6,0,1,8,-2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,,4,,,1,5,13,-1,,,,,,,,,,
Wikipedia,1064,165714,"I'm trying to install Lupin/Anti-vandal tool, but im stuck. Could you help please?",8,3,-1,4,3,-4,1,,,,,,,,,,,,,,,,,,,,,,,,,6,6,8,,6,,,1,6,13,3,,,,,,,,,,
Wikipedia,1065,168298,The main article needs a facelift. Do you want to make suggestions?,-2,6,-1,-3,0,-2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-4,,1,,,0,5,11,4,,,,,,,,,,
Wikipedia,1066,169878,Because I haven't seen it; I'm not even sure from the discussion whether it's on or off Wikipedia. Can you supply a link or a reference?,-3,-2,2,-1,1,-3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,4,-6,,2,,,1,4,1,4,,,,,,,,,,
Wikipedia,1067,174873,I think the 'url' would be more precise and accurate as 'url'. What sayest thou?,8,0,-2,3,5,-2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,-1,-7,,,,,-1,1,5,-2,,,,,,,,,,
Wikipedia,1068,177451,"Are you saying that Scotty was being ""hot-headed""?  If so, can you please tell us what Scotty did that was ""hot-headed""?",6,0,-5,-4,-7,-4,-2,,,,,,,,,,,,,,,,,,,,,,,,,2,0,-2,,0,,,2,5,-5,4,,,,,,,,,,
Wikipedia,1069,193182,"Why the removal of the citation dealing with coriolis?  Was the proof not within the citation, or was the citation not considered primary?",5,0,-1,0,-7,-4,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,4,,,-1,-5,-7,-3,,,,,,,,,,
Wikipedia,1070,194790,You recently attached a <nowiki><person></nowiki> tag to an article about an Azeri poet. May I ask why?,7,9,1,4,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,,7,,,1,6,-8,4,,,,,,,,,,
Wikipedia,1071,196624,I would like to create a few plots. Where can I access the geologic temperature record raw data?,2,1,2,-1,3,-4,1,,,,,,,,,,,,,,,,,,,,,,,,,2,5,-2,,2,,,4,3,13,-6,,,,,,,,,,
Wikipedia,1072,196952,"While editing the COIN page regarding Ciplex, I accidently broke your sig. Since I don't want any more flame, could you please fix it?",7,-2,-4,0,-8,-2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,6,4,,4,,,0,-4,5,-4,,,,,,,,,,
Wikipedia,1073,199732,"No more saga! Help me by keeping this page the way it is right now, alright?",-8,-7,-5,-7,-7,1,-2,,,,,,,,,,,,,,,,,,,,,,,,,-5,-1,-6,,-3,,,3,-5,-11,-11,,,,,,,,,,
Wikipedia,1074,199817,"Who is going to contact all of the users?  Is a bot being set to do that in the event it's necessary, or is it being done manually?",7,0,1,-1,-6,-3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,,0,,,3,1,3,-3,,,,,,,,,,
Wikipedia,1075,201885,I thought we had all agreed that the lead is fine as it is.  What is the sentence supposed to mean?,-5,-1,2,-7,-6,-3,-1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-6,,3,,,2,1,-3,-7,,,,,,,,,,
Wikipedia,1076,209080,"What exactly are the rules on this page? Can stuff be added without discussion and ""consensus""?",6,-7,0,-1,3,-5,1,,,,,,,,,,,,,,,,,,,,,,,,,-3,-9,-4,4,-1,,,-8,-2,-11,,,,,,,,,,,
Wikipedia,1077,210924,"In the 'url' article, is polar mount correct?  It might be improved by a bit more detail about how it works, perhaps?",7,1,1,2,1,-4,1,,,,,,,,,,,,,,,,,,,,,,,,,8,7,0,2,-5,,,-2,1,-2,,,,,,,,,,,
Wikipedia,1078,213945,Thanks for the note about my work on the above line. Would you mind if I copied and pasted your version over to mine to work on?,13,2,1,7,6,8,1,,,,,,,,,,,,,,,,,,,,,,,,,8,7,0,3,10,,,9,8,13,,,,,,,,,,,
Wikipedia,1079,215346,"I was reading the article reverse overshot wheel, but I can't find anything about the ""reverse"" part. Can you expand this?",5,1,0,0,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,9,1,,,1,4,3,,,,,,,,,,,
Wikipedia,1080,216645,"No problem, It was open and shut 'url' issue. For your next project can you find something that doesnt make your fanclub at the Wikipedia Review angry?",-9,-10,0,1,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,0,-7,-3,5,5,,,-2,2,-11,,,,,,,,,,,
Wikipedia,1081,221905,I don't know why claim that you reverted vandalism (rv edit summary) when to me they appeared to be good faith edits. What exactly was the vandalism?,0,-6,-1,-2,-4,-2,-1,,,,,,,,,,,,,,,,,,,,,,,,,0,-2,-1,7,-6,,,-1,5,-11,,,,,,,,,,,
Wikipedia,1082,225961,"So, now that it's clear there's no moratorium, you now think it's controverial?  Can you explain why?",3,-5,1,2,-6,2,-2,,,,,,,,,,,,,,,,,,,,,,,,,0,2,-2,7,3,,,-1,1,-11,,,,,,,,,,,
Wikipedia,1083,231869,These two factors make me think that Indian ice-cream is a better name for the article than sxusem.  What are your thoughts on this?,9,2,2,2,3,-2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,8,1,,,3,4,1,,,,,,,,,,,
Wikipedia,1084,234095,"On 'url' about the Chinese sex imbalance, you accused either the OP or the first responder (me) of 'url'. Could you explain why you thought either of us was advocating, opining, or recruiting, in a way that diminished the quality of the reference desk?",-2,-4,0,0,2,-3,-2,,,,,,,,,,,,,,,,,,,,,,,,,2,0,-1,7,,,,-3,1,-11,,,,,,,,,,,
Wikipedia,1085,234547,"Hey US, I added a rationale to why the project was looking to create its own criteria.  Could you take a look at it and see if it changes your mind?",11,2,1,3,7,0,2,,,,,,,,,,,,,,,,,,,,,,,,,9,8,0,9,3,,,-4,8,9,,,,,,,,,,,
Wikipedia,1086,237529,"Do you mind if you tell me why do you add duplicate links to the article? More specifically, why do you add internal links to the See Also sections when those links are already in the article navbox?",-7,-5,2,7,2,-3,0,,,,,,,,,,,,,,,,,,,,,,,,,7,1,-2,11,2,,,-9,5,-11,,,,,,,,,,,
Wikipedia,1087,238442,"Yet you did violate 'url' and could be blocked right now. If that edit recurred, would you revert it again?",-7,-6,0,-4,-4,2,-1,,,,,,,,,,,,,,,,,,,,,,,,,-4,3,-1,7,3,,,-8,5,-11,,,,,,,,,,,
Wikipedia,1088,250689,"Third: it's August 31 2010. Please check my userpage for reasons why I really don't feel useful today. Ask another admin, okay?",,-8,-4,-1,-10,-3,-2,,,,,,,,,,,,,,,,,,,,,,,,,-10,-6,-8,8,-7,,,-9,7,-11,,,,,,,,,,,
Wikipedia,1089,252731,"Hey, can you block this moron from editing the IIHF Page? Or what can i do in such cases?",-10,-10,-7,-7,-6,1,-5,,,,,,,,,,,,,,,,,,,,,,,,,-9,3,1,-1,-11,,,-9,4,-11,,,,,,,,,,,
Wikipedia,1090,253209,Thanks for that - very nicely commented code (rare to see)! It seems to need a table to be set up - do you have the schema or sql for that handy?,13,7,5,6,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,8,12,4,5,8,,,-1,7,13,,,,,,,,,,,
Wikipedia,1091,253511,Hi. What was wrong with the Autamata page?,-2,-3,1,0,-4,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,-5,-3,-1,,,8,,-6,,,5,,,,,,,,,,
Wikipedia,1092,260538,I have absolutely no idea what you are talking about.  Please be more precise?,-8,-5,-2,-1,-4,-8,-2,,,,,,,,,,,,,,,,,,,,,,,,,-8,-1,0,,,9,,-7,,,5,,,,,,,,,,
Wikipedia,1093,264041,I refer you to my last answer about independent sources. Do you have press coverage?,-5,-1,2,0,1,-3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,,,4,,1,,,2,,,,,,,,,,
Wikipedia,1094,264811,"I.m keen to see your recent abbey article on the main page, but there are no references. Can this be fixed?",-6,-2,0,1,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,8,1,,,8,,-4,,,-4,,,,,,,,,,
Wikipedia,1095,275128,"I dunno, but this one reeks of that banned user 'url' - same mark-as-minor edits, same targets. Care for a look at this?",0,-8,-4,-1,1,3,-1,,,,,,,,,,,,,,,,,,,,,,,,,3,1,-1,,,5,,-5,,,-8,,,,,,,,,,
Wikipedia,1096,279097,Ok I've moved 'url' back to 'url'. Oleg you want to write something on the talk page about the move?,5,-1,0,1,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,6,-3,,,4,,2,,,-4,,,,,,,,,,
Wikipedia,1097,282732,Somebody keeps moving the Shannan Prefecture to Lhoka Prefecture. What is your view on this?,4,-5,-1,1,-1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,7,2,,,8,,7,,,6,,,,,,,,,,
Wikipedia,1098,288161,I've now supplied a free image on 'url' (thanks for motivating me to do so!). Could you perhaps consider your reassessment of the article?,4,4,1,3,9,-2,1,,,,,,,,,,,,,,,,,,,,,,,,,10,12,-1,,,10,,10,,,5,,,,,,,,,,
Wikipedia,1099,291911,I see you've given her a code name in 'url'. Where did you run across this tidbit?,3,-5,1,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,-2,,,7,,,,,1,,,,,,,,,,
Wikipedia,1100,295219,"oh, my, how did I get this here twice; trying to do too much at once (what else is new).  Can you copy instead a different color?",5,,0,0,3,-4,2,,,,,,,,,,,,,,,,,,,,,,,,,4,6,-3,,,6,,-6,,,2,,,,,,,,,,
Wikipedia,1101,298086,Latest version (now on  Commons); all placenames included but still needs some tidying up and  tweaking. Comments?,7,-1,1,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,,,7,,-10,,,3,,,,,,,,,,
Wikipedia,1102,299080,I see that you don't have an account linked to the Wikipedia email. Would you be able to send me a message so that we can talk off Wikipedia?,1,-1,4,2,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,9,10,5,,,7,,11,,,6,,,,,,,,,,
Wikipedia,1103,299306,"Sorry, its not immeadiately obvious why thats a revert. Can you clarify?",5,0,1,3,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,4,5,0,,,4,,4,,,-1,,,,,,,,,,
Wikipedia,1104,299583,"Hello, csloat. What is your response to my suggestion 'url'?",2,1,1,1,-2,-3,1,,,,,,,,,,,,,,,,,,,,,,,,,-1,2,-3,,,3,,-2,,,2,,,,,,,,,,
Wikipedia,1105,305475,"Hey, I noticed you protected the article 'url' from being recreated. Will you be able to reverse that If I recreate the article with sourced, factual, real world content?",5,-5,0,0,3,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,5,11,1,,,7,,7,,,3,,,,,,,,,,
Wikipedia,1106,311058,There's an interesting discussion here: 'url'. Care to explain?,-2,-6,-3,0,-2,-3,2,,,,,,,,,,,,,,,,,,,,,,,,,3,3,-7,6,,5,7,,,,,,,,,,,,,,
Wikipedia,1107,317346,"Hi, welcome to Wikipedia.  Could you explain in your 'url' just '''''what''''' a Universiade is?",-3,-5,-3,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,4,9,-3,4,,8,3,,,,,,,,,,,,,,
Wikipedia,1108,323592,"I've just seen your message on my Talk page.  Why do you want the disambiguation page to be the one that doesn't say ""disambiguation""?",-2,-2,1,0,-3,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,4,-1,5,,6,10,,,,,,,,,,,,,,
Wikipedia,1109,325216,"Hello, I and a few others have made many edits to 'url'.  Do you have any more comments and can you be persuaded to change your vote?",3,-5,-1,2,1,-4,2,,,,,,,,,,,,,,,,,,,,,,,,,4,1,6,4,,9,4,,,,,,,,,,,,,,
Wikipedia,1110,333023,You may want to look at the nomination.  What did you intend to do?,2,-5,0,1,2,-4,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-2,4,,9,7,,,,,,,,,,,,,,
Wikipedia,1111,335369,I just noticed you've added me as a sock puppet for Blue Sea? Can I ask what led you to this conclusion?,4,-2,-1,1,-2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,-4,5,,9,3,,,,,,,,,,,,,,
Wikipedia,1112,339348,"All the images are on the right side, which means they sometime clash and push the text away from itself. Have you considered moving some images to the left to stop this?",2,-4,0,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,3,7,-5,11,,9,10,,,,,,,,,,,,,,
Wikipedia,1113,339977,"I have found a better citation for reference 7, but am not sure how to insert the page number (p. 97 from the book cited).  Do you know the right format for this?",11,4,1,1,2,-4,3,,,,,,,,,,,,,,,,,,,,,,,,,2,12,10,9,,10,5,,,,,,,,,,,,,,
Wikipedia,1114,344363,pls see my comments on your revert on the talk page.  Perhaps you'll consider undoing my revert?,0,-6,1,1,-3,-4,1,,,,,,,,,,,,,,,,,,,,,,,,,4,6,3,6,,7,9,,,,,,,,,,,,,,
Wikipedia,1115,344970,Do you mean article edits with sock puppets? Could you give me more precise examples?,4,-4,0,1,-2,-2,0,,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,8,,7,9,,,,,,,,,,,,,,
Wikipedia,1116,345103,"Why tag for deletion? It was obviously a new user's attempt at creating a disambiguation page, why not clean it up?",-10,-5,1,-1,-6,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,-1,2,-6,2,,4,4,,,,,,,,,,,,,,
Wikipedia,1117,345879,Where did you get the tracklist for the album? Can you please drop me a messafe with the link?,4,-5,0,1,2,-1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,4,-5,3,,10,3,,,,,,,,,,,,,,
Wikipedia,1118,347262,"I removed that second paragraph entirely, since the information is covered in the article.  Do you feel that the lead should be larger?",6,3,0,1,-3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,5,6,-5,10,,10,2,,,,,,,,,,,,,,
Wikipedia,1119,348668,I noticed you just removed this category from 'url' and 'url'. Why don't you think they qualify as historical films?,-5,-2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,3,-5,4,,6,3,,,,,,,,,,,,,,
Wikipedia,1120,350274,"When JaGaBot updated the monthly challenge winners on 'url', it stripped the image. Could the bot be fixed to leave the image?",6,0,0,1,3,-1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,7,,5,1,,,,,,,,,,,,,,
Wikipedia,1121,353762,Why are capital letters used in the article title '''url'''? Is this a proper name of a particular proprietary software package?,5,-1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,-1,3,1,7,3,,3,-6,6,-11,,,,,,,,,,,
Wikipedia,1122,355141,My contribution tried to show the impression to others I'am only trying to improve spelling. What's the difference between personel and persona?,8,,0,1,-1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,2,4,,4,4,11,2,,,,,,,,,,,
Wikipedia,1123,355369,"Right, but not all of it. So can you retrieve it or not?",-8,-5,0,-1,-9,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,-11,3,0,2,0,,13,-5,5,-11,,,,,,,,,,,
Wikipedia,1124,356288,Hi im currently compiling a college project on unreliable information and would like to view the deleted article Dudley O'Neill. Can you help?,7,-3,2,0,7,-4,1,,,,,,,,,,,,,,,,,,,,,,,,,3,10,2,2,4,,12,-4,5,-5,,,,,,,,,,,
Wikipedia,1125,358145,"My page now has a template of ""multiple issues"", but I have put in several references, and there are links to other pages.  What more should I do?",6,0,2,1,1,-6,1,,,,,,,,,,,,,,,,,,,,,,,,,1,12,1,6,-1,,6,-11,5,3,,,,,,,,,,,
Wikipedia,1126,358773,"Hey, did you ever read over the material I laid out for you - content as well as ideas for organization of an article?  Any feedback?",7,0,1,0,0,-5,1,,,,,,,,,,,,,,,,,,,,,,,,,-1,7,1,7,0,,12,-4,7,-11,,,,,,,,,,,
Wikipedia,1127,359316,"Zero has taken a break from Wikipedia, and RK has recused himself from editing controversial articles.  Why don't you and I fix up the 'url' article now?",4,-4,0,1,0,-3,2,,,,,,,,,,,,,,,,,,,,,,,,,1,10,-3,3,-3,,6,2,-2,-5,,,,,,,,,,,
Wikipedia,1128,360251,"On that topic, not every DOS game on Wikipedia has a screenshot. Do you plan on taking any yourself?",2,0,0,1,-3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-1,0,-1,,4,7,8,1,,,,,,,,,,,
Wikipedia,1129,362361,Did you just revert back to the old article? Or did I do something wrong with the move?,9,-2,1,1,,-4,0,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,7,-3,,7,1,7,-7,,,,,,,,,,,
Wikipedia,1130,364742,"at the end of the <nowiki><head> </head></nowiki>. Could that be fixed again, please?",,0,0,1,,-3,1,,,,,,,,,,,,,,,,,,,,,,,,,4,10,8,7,3,,12,7,5,-9,,,,,,,,,,,
Wikipedia,1131,369400,"Your comment about ""the additions were left intact as a courtesy"" sounds a bit strange to me. Maybe you should read 'url'?",-8,-2,1,0,-2,-3,0,,,,,,,,,,,,,,,,,,,,,,,,,-2,4,1,5,2,,3,5,-5,-11,,,,,,,,,,,
Wikipedia,1132,379713,Looks like 'url' (the one missing the side-chain) is unused and doesn't seem useful (due to that structural flaw). Maybe tag it for deletion?,7,0,0,1,3,-2,1,,,,,,,,,,,,,,,,,,,,,,,,,4,7,1,7,2,,5,6,7,2,,,,,,,,,,,
Wikipedia,1133,379823,"I get the error message ""sorry, not enough content to play this station"". Can you explain a bit what your code do, and does this need an account on Lastfm or something else ?",5,1,1,1,0,-3,0,,,,,,,,,,,,,,,,,,,,,,,,,1,12,-1,9,6,,10,-10,-3,-6,,,,,,,,,,,
