Community,Num,Index,Id,Request,EN1,EN2,EN3,EN4,EN5,EN6,EN7,EN8,EN9,EN10,EN11,EN12,EN13,EN14,EN15,EN16,EN17,EN18,EN19,EN20,EN21,EN22,EN23,EN24,EN25,EN26,EN27,EN28,EN29,EN30,EN31,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,EN1_zscore,EN2_zscore,EN3_zscore,EN4_zscore,EN5_zscore,EN6_zscore,EN7_zscore,EN8_zscore,EN9_zscore,EN10_zscore,EN11_zscore,EN12_zscore,EN13_zscore,EN14_zscore,EN15_zscore,EN16_zscore,EN17_zscore,EN18_zscore,EN19_zscore,EN20_zscore,EN21_zscore,EN22_zscore,EN23_zscore,EN24_zscore,EN25_zscore,EN26_zscore,EN27_zscore,EN28_zscore,EN29_zscore,EN30_zscore,EN31_zscore,CH1_zscore,CH2_zscore,CH3_zscore,CH4_zscore,CH5_zscore,CH6_zscore,CH7_zscore,CH8_zscore,CH9_zscore,CH10_zscore,CH11_zscore,CH12_zscore,CH13_zscore,CH14_zscore,CH15_zscore,CH16_zscore,CH17_zscore,CH18_zscore,CH19_zscore,CH20_zscore,CH21_zscore,label_t,label_t_z,label_d,label_d_z
Wikipedia,1159,458,431479,"I would like to do the same for 'url', a Houston neighborhood. How do I do this?",6,2,2,1,1,-2,0,,,,,,,,,,,,,,,,,,,,,,,,,2,7,1,,,,,,5,,-4,,,,,,,,,,,0.680141354,0.706133126,0.568846196,0.050180662,0.16540192,-0.390207973,-0.25182203,,,,,,,,,,,,,,,,,,,,,,,,,0.144446806,0.691094062,0.119092157,,,,,,0.614456697,,-0.8420423,,,,,,,,,,,0,0,0,0
Wikipedia,1160,459,438343,"Hello, I noticed you recently did a lot of work on the '''url''' page. I was wondering if you know of the origin of the word ""Nassarius"" - its etymology/ what is it named after?",8,-2,1,3,2,-3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,9,-2,,,,,,3,,-3,,,,,,,,,,,0.987559915,-0.171066859,0.176538475,0.577077613,0.386331629,-0.629510273,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,-0.078376967,1.099843713,-0.655376717,,,,,,0.224843093,,-0.669738271,,,,,,,,,,,0,0,-1,-1
Wikipedia,1161,460,438448,Understood. Do you know of any legal expert you could contact to clarify this issue?,9,2,1,1,4,-2,1,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1,,,,,,0,,-6,,,,,,,,,,,1.141269195,0.706133126,0.176538475,0.050180662,0.828191045,-0.390207973,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,0.367270579,0.282344412,0.119092157,,,,,,-0.359577313,,-1.186650359,,,,,,,,,,,0,0,-1,-1
Wikipedia,1162,461,439715,"Hello again. Could you move this to 'url', please?",8,0,6,2,-3,-3,5,,,,,,,,,,,,,,,,,,,,,,,,,2,5,9,,,,,,11,,2,,,,,,,,,,,0.987559915,0.267533133,2.138077081,0.313629137,-0.718316912,-0.629510273,1.526022638,,,,,,,,,,,,,,,,,,,,,,,,,0.144446806,0.282344412,2.184342489,,,,,,1.783297509,,0.191781876,,,,,,,,,,,0,0,-1,-1
Wikipedia,1163,462,442925,Why on earth have you deleted the article on the 'url'?  Can you please undelete it?,-10,-8,-3,-1,-8,-3,-7,,,,,,,,,,,,,,,,,,,,,,,,,-10,-7,-7,,,,,,-5,,-9,,,,,,,,,,,-1.779207134,-1.486866836,-1.392692411,-0.476716289,-1.822965452,-0.629510273,-2.740804565,,,,,,,,,,,,,,,,,,,,,,,,,-2.529438471,-2.170153491,-1.946158174,,,,,,-1.333611323,,-1.703562448,,,,,,,,,,,0,0,-1,-1
Wikipedia,1164,463,446166,I note that you've edited since this was brought up here. Could you please respond?,-1,0,1,0,3,-3,-1,,,,,,,,,,,,,,,,,,,,,,,,,-1,5,6,,,,,,10,,6,,,,,,,,,,,-0.395823609,0.267533133,0.176538475,-0.213267813,0.607261337,-0.629510273,-0.607390963,,,,,,,,,,,,,,,,,,,,,,,,,-0.524024513,0.282344412,1.409873615,,,,,,1.588490707,,0.880997994,,,,,,,,,,,1,0,-1,-1
Wikipedia,1165,464,448921,"Hey, I just noticed 'url', and something doesn't seem right. What should be done?",7,4,-1,1,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,4,8,-2,,,,,,1,,-8,,,,,,,,,,,0.833850634,1.144733118,-0.608076968,0.050180662,0.828191045,0.567001229,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,0.590094353,0.895468888,-0.655376717,,,,,,-0.164770511,,-1.531258418,,,,,,,,,,,0,0,-1,-1
Wikipedia,1166,465,454457,"Hi Deb, I created the page which was deleted which I hoped could have been a stub starting point for building up a better and more detailed article about the organisation. Could you offer some advice on how I could have made it better and have avoided deletion?",8,9,2,7,10,-5,2,,,,,,,,,,,,,,,,,,,,,,,,,10,13,6,,,,,-3,6,13,,,,,,,,,,,,0.987559915,2.241233099,0.568846196,1.630871514,2.153769293,-1.108114875,0.459315837,,,,,,,,,,,,,,,,,,,,,,,,,1.927036991,1.917343014,1.409873615,,,,,-0.595313661,0.809263499,2.07325494,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1167,466,456164,The large coat of arms is still be commented on. Maybe you can lend a word or two?,3,3,6,0,0,-2,2,,,,,,,,,,,,,,,,,,,,,,,,,8,8,2,,,,,2,4,7,,,,,,,,,,,,0.219013512,0.925433122,2.138077081,-0.213267813,-0.055527788,-0.390207973,0.459315837,,,,,,,,,,,,,,,,,,,,,,,,,1.481389445,0.895468888,0.377248449,,,,,0.421075517,0.419649895,1.153600998,,,,,,,,,,,,1,0,-1,-1
Wikipedia,1168,467,458314,You know there's no excuse for the edits you're making related to your position at 'url'. This has to go to 'url'; would you like to make the report?,-10,-3,0,-4,5,-5,1,,,,,,,,,,,,,,,,,,,,,,,,,-2,4,3,,,,,3,3,-3,,,,,,,,,,,,-1.779207134,-0.390366855,-0.215769247,-1.267061715,1.049120753,-1.108114875,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,-0.746848286,0.077969587,0.63540474,,,,,0.624353352,0.224843093,-0.379155573,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1169,468,460261,"My edit on 'url' was written by me, not copied from a forum. Out of curiousity, which forum copied my post on Wikipedia?",1,-3,1,0,-1,-6,0,,,,,,,,,,,,,,,,,,,,,,,,,2,8,-2,,,,,-6,4,-11,,,,,,,,,,,,-0.088405049,-0.390366855,0.176538475,-0.213267813,-0.276457496,-1.347417175,-0.25182203,,,,,,,,,,,,,,,,,,,,,,,,,0.144446806,0.895468888,-0.655376717,,,,,-1.205147168,0.419649895,-1.605360829,,,,,,,,,,,,0,0,0,0
Wikipedia,1170,469,460480,"I thought that I should tell you that I created a new SVG version of the Wikipedia logo, located 'url'. It has a few problems, could you help me with it?",7,8,5,1,7,0,2,,,,,,,,,,,,,,,,,,,,,,,,,10,6,6,,,,,-7,8,4,,,,,,,,,,,,0.833850634,2.021933103,1.74576936,0.050180662,1.490980169,0.088396628,0.459315837,,,,,,,,,,,,,,,,,,,,,,,,,1.927036991,0.486719237,1.409873615,,,,,-1.408425004,1.198877103,0.693774027,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1171,470,466813,"Some time ago you uploaded an image of the Knowledge Navigator, which was speedied some time later. Can you upload the file again?",6,4,4,0,-1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1,,,,,0,0,3,,,,,,,,,,,,0.680141354,1.144733118,1.353461639,-0.213267813,-0.276457496,1.04560583,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,0.367270579,0.282344412,0.119092157,,,,,0.014519845,-0.359577313,0.54049837,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1172,471,471521,Have a look at the changes. Do you think they will break anything?,1,7,2,0,4,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,8,1,,,,,-1,1,-11,,,,,,,,,,,,-0.088405049,1.802633106,0.568846196,-0.213267813,0.828191045,-0.150905672,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,-0.30120074,0.895468888,0.119092157,,,,,-0.18875799,-0.164770511,-1.605360829,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1173,472,476471,The primary meaning is not formatted well here. Care to take a shot at it?,4,2,1,0,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,4,-2,,,,,4,5,13,,,,,,,,,,,,0.372722793,0.706133126,0.176538475,-0.213267813,0.607261337,0.327698929,0.459315837,,,,,,,,,,,,,,,,,,,,,,,,,0.144446806,0.077969587,-0.655376717,,,,,0.827631188,0.614456697,2.07325494,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1174,473,476584,Something's still not right with me here. Think you can perform one of those cleanups?,5,3,0,-1,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,0,8,-1,,,,,2,5,2,,,,,,,,,,,,0.526432073,0.925433122,-0.215769247,-0.476716289,0.386331629,1.284908131,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,-0.30120074,0.895468888,-0.397220426,,,,,0.421075517,0.614456697,0.387222713,,,,,,,,,,,,0,0,0,0
Wikipedia,1175,474,476673,Either 'url' is really misinterpreting the guidelines or I missed out on something. Care to shed light here?,4,-2,-1,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,6,-1,,,,,-2,3,13,,,,,,,,,,,,0.372722793,-0.171066859,-0.608076968,-0.476716289,-0.055527788,0.327698929,-0.25182203,,,,,,,,,,,,,,,,,,,,,,,,,-0.078376967,0.486719237,-0.397220426,,,,,-0.392035826,0.224843093,2.07325494,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1176,475,478167,"<person>, with whom you discussed linkspam in 2006, has returned. Could you offer your views on his talkpage?",2,6,5,2,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,4,7,6,,,,,0,5,13,,,,,,,,,,,,0.065304232,1.58333311,1.74576936,0.313629137,0.828191045,0.088396628,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,0.590094353,0.691094062,1.409873615,,,,,0.014519845,0.614456697,2.07325494,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1177,476,480295,"I ""voted"" weak keep, based on what I've found.  Can you comment?",0,2,1,-1,-1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,0,5,-2,,,,,2,3,-3,,,,,,,,,,,,-0.242114329,0.706133126,0.176538475,-0.476716289,-0.276457496,1.04560583,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,-0.30120074,0.282344412,-0.655376717,,,,,0.421075517,0.224843093,-0.379155573,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1178,477,489092,"You deleted this, but somehow it still shows up on the parent category's page 'url'.  Is this normal and/or can you fix this?",6,5,2,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,-5,,,,,0,4,-11,,,,,,,,,,,,0.680141354,1.364033114,0.568846196,0.050180662,0.386331629,0.567001229,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,-0.30120074,0.486719237,-1.429845591,,,,,0.014519845,0.419649895,-1.605360829,,,,,,,,,,,,0,1,1,1
Wikipedia,1179,478,492399,"Hello - someone moved 'url' to a new title with diacritics - and a hyphen, which nobody in the talk page had ever discussed. How does one undo that?",5,3,3,-1,4,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,-1,7,-2,,,,,-1,9,0,,,,,,,,,,,,0.526432073,0.925433122,0.961153917,-0.476716289,0.828191045,-0.150905672,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,-0.524024513,0.691094062,-0.655376717,,,,,-0.18875799,1.393683905,0.080671398,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1180,479,493880,Without information about the source and whether it's a free use or fair use picture it can't be used under the Wikipedia rules. Do you have this information?,-2,-2,2,-1,-1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,-1,3,-1,,,,,-2,4,5,,,,,,,,,,,,-0.54953289,-0.171066859,0.568846196,-0.476716289,-0.276457496,1.04560583,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,-0.524024513,-0.126405239,-0.397220426,,,,,-0.392035826,0.419649895,0.847049684,,,,,,,,,,,,0,0,0,0
Wikipedia,1181,480,494638,"I never received any notification of any deletion proposal, lest I would have contested. Is there any way to find the original proposal and/or artical, or has it just been sent to oblivion?",7,-3,-3,-1,0,-7,-1,,,,,,,,,,,,,,,,,,,,,,,,,4,8,3,,,,3,,,10,6,,,,,,,,,,,0.833850634,-0.390366855,-1.392692411,-0.476716289,-0.055527788,-1.586719476,-0.607390963,,,,,,,,,,,,,,,,,,,,,,,,,0.590094353,0.895468888,0.63540474,,,,-0.024184487,,,1.613427969,0.880997994,,,,,,,,,,,1,1,1,1
Wikipedia,1182,481,499757,Welcome to WikiProject Austria. I'm wondering if you're willing to coordinate the project for a while?,7,4,1,3,8,2,2,,,,,,,,,,,,,,,,,,,,,,,,,7,7,8,,,,12,,,13,11,,,,,,,,,,,0.833850634,1.144733118,0.176538475,0.577077613,1.711909877,0.567001229,0.459315837,,,,,,,,,,,,,,,,,,,,,,,,,1.258565672,0.691094062,1.926186198,,,,1.89290123,,,2.07325494,1.742518141,,,,,,,,,,,1,1,-1,-1
Wikipedia,1183,482,500319,"You added managerial stats but they state Ferguson only managed St.Mirren for 12 games.  That's too few given he was there for 4 years, please can you fix?",2,0,3,1,-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,,,,8,,,-7,6,,,,,,,,,,,0.065304232,0.267533133,0.961153917,0.050180662,-0.276457496,0.088396628,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,-0.078376967,0.691094062,-0.139064134,,,,1.040863133,,,-0.992258201,0.880997994,,,,,,,,,,,0,0,0,0
Wikipedia,1184,483,505413,I notice that you are using a very old version of my monobook script. Have you considered updating it?,0,-2,4,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,5,4,-3,,,,6,,,2,-2,,,,,,,,,,,-0.242114329,-0.171066859,1.353461639,-0.213267813,0.16540192,0.088396628,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,0.812918126,0.077969587,-0.913533008,,,,0.614844085,,,0.387222713,-0.497434242,,,,,,,,,,,0,0,0,0
Wikipedia,1185,484,505765,Your bot has ruined the formatting on ref 2 in 'url'. Would you care to either call off the bot or suggest an alternate formatting that will work better?,-10,0,2,-1,1,-3,2,,,,,,,,,,,,,,,,,,,,,,,,,4,-3,-5,,,,-11,,,-11,4,,,,,,,,,,,-1.779207134,0.267533133,0.568846196,-0.476716289,0.16540192,-0.629510273,0.459315837,,,,,,,,,,,,,,,,,,,,,,,,,0.590094353,-1.35265419,-1.429845591,,,,-3.006317825,,,-1.605360829,0.536389935,,,,,,,,,,,0,0,-1,-1
Wikipedia,1186,485,507179,"You may not remember doing this but, you erased a page entitled, Earl Newton.  Why did you do it?",-2,-2,3,-1,-3,-4,0,,,,,,,,,,,,,,,,,,,,,,,,,-9,1,-3,,,,4,,,-11,-9,,,,,,,,,,,-0.54953289,-0.171066859,0.961153917,-0.476716289,-0.718316912,-0.868812574,-0.25182203,,,,,,,,,,,,,,,,,,,,,,,,,-2.306614698,-0.535154889,-0.913533008,,,,0.188825037,,,-1.605360829,-1.703562448,,,,,,,,,,,0,0,-1,-1
Wikipedia,1187,486,507499,"url' is telling me that your talk page and 'url' supposedly both link there, but I can't find them for the life of me. Any ideas?",6,-2,2,-1,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,,,,12,,,2,3,,,,,,,,,,,0.680141354,-0.171066859,0.568846196,-0.476716289,0.386331629,1.04560583,0.459315837,,,,,,,,,,,,,,,,,,,,,,,,,0.144446806,-0.126405239,0.119092157,,,,1.89290123,,,0.387222713,0.364085906,,,,,,,,,,,0,0,0,0
Wikipedia,1188,487,508961,"I hope I am now signed on and you remove the erroneous vandalism report. Don't you think it would be more politic to send a message with a question than to preemptorily declare an edit ""vandalism""?",-10,-7,1,-1,-1,-4,-2,,,,,,,,,,,,,,,,,,,,,,,,,3,-7,-4,,,,-11,,,-11,3,,,,,,,,,,,-1.779207134,-1.26756684,0.176538475,-0.476716289,-0.276457496,-0.868812574,-0.962959897,,,,,,,,,,,,,,,,,,,,,,,,,0.367270579,-2.170153491,-1.1716893,,,,-3.006317825,,,-1.605360829,0.364085906,,,,,,,,,,,0,0,-1,-1
Wikipedia,1189,488,513103,"It isn't clear to me that he knew WHO Amorrow was, someone has left a message that will hopefully set him straight. Do you have a link to the blog?",3,1,0,0,0,-2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,5,,,1,2,,,,,,,,,,,0.219013512,0.486833129,-0.215769247,-0.213267813,-0.055527788,-0.390207973,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,-0.078376967,-0.330780064,0.119092157,,,,0.401834561,,,0.233947056,0.191781876,,,,,,,,,,,0,0,0,0
Wikipedia,1190,489,513734,"Hi, thanks for moving three of the Brussels municipalities. Could you move 'url' to 'url' as well?",13,0,3,2,6,5,3,,,,,,,,,,,,,,,,,,,,,,,,,4,4,6,,,,13,,,13,2,,,,,,,,,,,1.756106317,0.267533133,0.961153917,0.313629137,1.270050461,1.284908131,0.814884771,,,,,,,,,,,,,,,,,,,,,,,,,0.590094353,0.077969587,1.409873615,,,,2.105910754,,,2.07325494,0.191781876,,,,,,,,,,,0,0,-1,-1
Wikipedia,1191,490,517632,"Are you there? I just posted YAP, Yet Another Plea, on 'url', might you wish to pitch in with something technical or at least magisterial?",-6,-1,-2,0,-2,-1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,6,3,,,,13,,,2,6,,,,,,,,,,,-1.164370012,0.048233137,-1.000384689,-0.213267813,-0.497387204,-0.150905672,0.459315837,,,,,,,,,,,,,,,,,,,,,,,,,0.590094353,0.486719237,0.63540474,,,,2.105910754,,,0.387222713,0.880997994,,,,,,,,,,,1,1,1,1
Wikipedia,1192,491,519222,"Also, I undid the recent move to Eris, pending some discussion. Maybe you'd like to support/oppose the move?",0,4,2,1,-3,-3,2,,,,,,,,,,,,,,,,,,,,,,,,,7,4,2,,,,-11,,,6,1,,,,,,,,,,,-0.242114329,1.144733118,0.568846196,0.050180662,-0.718316912,-0.629510273,0.459315837,,,,,,,,,,,,,,,,,,,,,,,,,1.258565672,0.077969587,0.377248449,,,,-3.006317825,,,1.000325341,0.019477847,,,,,,,,,,,0,0,-1,-1
Wikipedia,1193,492,520030,This is starting to almost feel like harassment. Perhaps we should take this to a mediation committee?,-2,-4,0,-3,-2,-3,2,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,,,,5,,,13,4,,,,,,,,,,,-0.54953289,-0.609666852,-0.215769247,-1.003613239,-0.497387204,-0.629510273,0.459315837,,,,,,,,,,,,,,,,,,,,,,,,,0.590094353,0.282344412,0.119092157,,,,0.401834561,,,2.07325494,0.536389935,,,,,,,,,,,1,1,1,1
Wikipedia,1194,493,522511,"Alistair, you have only undone the autoblock; you haven't unblocked the account yet. Could you do that, please?",-3,-4,3,0,-6,-6,1,,,,,,,,,,,,,,,,,,,,,,,,,0,4,7,,,,-6,,,-11,9,,,,,,,,,,,-0.70324217,-0.609666852,0.961153917,-0.213267813,-1.381106036,-1.347417175,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,-0.30120074,0.077969587,1.668029906,,,,-1.941270204,,,-1.605360829,1.397910082,,,,,,,,,,,0,0,-1,-1
Wikipedia,1195,494,522744,I'm not sure what you mean by pointing out that votes were placed before the version you created. Could you elaborate?,6,8,3,2,-1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,7,5,1,,,,4,,,-7,7,,,,,,,,,,,0.680141354,2.021933103,0.961153917,0.313629137,-0.276457496,0.327698929,0.459315837,,,,,,,,,,,,,,,,,,,,,,,,,1.258565672,0.282344412,0.119092157,,,,0.188825037,,,-0.992258201,1.053302024,,,,,,,,,,,0,0,-1,-1
Wikipedia,1196,495,522828,"Hello. Since you have contributed to 'url' in the past, could you spare a minute to discuss the fate of 'url'?",6,0,-1,1,8,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,4,7,9,7,-2,,0,,5,-1,1,,,,,,,,,,,0.680141354,0.267533133,-0.608076968,0.050180662,1.711909877,-0.150905672,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,0.590094353,0.691094062,2.184342489,0.537120437,-0.511740396,,-0.66321306,,0.614456697,-0.072604259,0.019477847,,,,,,,,,,,0,0,0,0
Wikipedia,1197,496,526560,"I'd really like to keep the image, just because it's of a Medal of Honor winner.  Is there a way to shrink the table, or another place in the article (Like the Footnotes section) where the image would work?",7,6,0,1,6,-4,2,,,,,,,,,,,,,,,,,,,,,,,,,2,9,1,2,1,,2,,2,5,6,,,,,,,,,,,0.833850634,1.58333311,-0.215769247,0.050180662,1.270050461,-0.868812574,0.459315837,,,,,,,,,,,,,,,,,,,,,,,,,0.144446806,1.099843713,0.119092157,-0.789020592,0.126860014,,-0.237194012,,0.030036291,0.847049684,0.880997994,,,,,,,,,,,0,0,-1,-1
Wikipedia,1198,497,526810,"There is a recommendation on the talk page of the ""'url'"". What do you think of it?",7,4,1,1,4,-2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,-2,,6,,2,-3,1,,,,,,,,,,,0.833850634,1.144733118,0.176538475,0.050180662,0.828191045,-0.390207973,0.459315837,,,,,,,,,,,,,,,,,,,,,,,,,-0.078376967,-0.126405239,0.119092157,-0.523792387,-0.511740396,,0.614844085,,0.030036291,-0.379155573,0.019477847,,,,,,,,,,,0,1,-1,-1
Wikipedia,1199,498,528217,Does that mean all the realiable sources are incorrect too? Was the e-mail from a reliable source?,0,5,1,1,0,-1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,0,,4,,-3,-11,3,,,,,,,,,,,-0.242114329,1.364033114,0.176538475,0.050180662,-0.055527788,-0.150905672,0.459315837,,,,,,,,,,,,,,,,,,,,,,,,,-0.078376967,0.486719237,-0.139064134,0.271892231,-0.086006789,,0.188825037,,-0.943997719,-1.605360829,0.364085906,,,,,,,,,,,0,0,-1,-1
Wikipedia,1200,499,528379,"Why was 'url' deleted when it was simply a crop of 'url' which is public domain? I'm pretty sure I wrote that on the description page, but if not, can it be restored?",-1,-4,1,1,1,-4,0,,,,,,,,,,,,,,,,,,,,,,,,,0,1,-1,9,6,,10,,-7,-2,5,,,,,,,,,,,-0.395823609,-0.609666852,0.176538475,0.050180662,0.16540192,-0.868812574,-0.25182203,,,,,,,,,,,,,,,,,,,,,,,,,-0.30120074,-0.535154889,-0.397220426,1.067576849,1.191194032,,1.466882181,,-1.723224927,-0.225879916,0.708693965,,,,,,,,,,,0,0,-1,-1
Wikipedia,1201,500,529277,Update is four hours late. Any chance you could post it?,-9,-1,1,-1,-4,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,0,,-1,,-5,-1,-4,,,,,,,,,,,-1.625497853,0.048233137,0.176538475,-0.476716289,-0.93924662,-0.150905672,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,-0.30120074,-0.330780064,-0.139064134,-0.789020592,-0.086006789,,-0.876222584,,-1.333611323,-0.072604259,-0.8420423,,,,,,,,,,,0,0,0,0
Wikipedia,1202,501,530060,"Excellent, thank you! Can you also delete the 'url' from en and move hooks from the 'url' to 'url'?",12,9,4,3,7,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,4,11,6,5,5,,2,,7,5,13,,,,,,,,,,,1.602397036,2.241233099,1.353461639,0.577077613,1.490980169,-0.150905672,-0.25182203,,,,,,,,,,,,,,,,,,,,,,,,,0.590094353,1.508593363,1.409873615,0.006664025,0.978327229,,-0.237194012,,1.004070301,0.847049684,2.0871262,,,,,,,,,,,0,0,0,0
Wikipedia,1203,502,530306,Thank you! Could you protect the picture that's live too?,9,5,3,1,11,7,2,,,,,,,,,,,,,,,,,,,,,,,,,2,11,9,6,7,,2,,10,-5,10,,,,,,,,,,,1.141269195,1.364033114,0.961153917,0.050180662,2.374699001,1.763512732,0.459315837,,,,,,,,,,,,,,,,,,,,,,,,,0.144446806,1.508593363,2.184342489,0.271892231,1.404060836,,-0.237194012,,1.588490707,-0.685706887,1.570214112,,,,,,,,,,,0,0,-1,-1
Wikipedia,1204,503,530683,Commons 'url' has been at Deletion Requests since July.  Can it be closed now?,3,0,1,0,3,-5,1,,,,,,,,,,,,,,,,,,,,,,,,,-5,3,1,6,-2,,5,,4,0,-1,,,,,,,,,,,0.219013512,0.267533133,0.176538475,-0.213267813,0.607261337,-1.108114875,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,-1.415319605,-0.126405239,0.119092157,0.271892231,-0.511740396,,0.401834561,,0.419649895,0.080671398,-0.325130212,,,,,,,,,,,0,0,-1,-1
Wikipedia,1205,504,532974,"You removed the border issue coverage in 'url', and your explanation was that it's covered in another article. Where is it covered?",-2,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,7,-1,5,-1,,7,,-7,-3,4,,,,,,,,,,,-0.54953289,0.267533133,0.176538475,-0.213267813,0.16540192,0.088396628,-0.25182203,,,,,,,,,,,,,,,,,,,,,,,,,-0.30120074,0.691094062,-0.397220426,0.006664025,-0.298873593,,0.827853609,,-1.723224927,-0.379155573,0.536389935,,,,,,,,,,,0,0,0,0
Wikipedia,1206,505,542860,Hello? Whom do I speak to to become a 'url'?,6,-1,0,0,-6,-1,3,,,,,,,,,,,,,,,,,,,,,,,,,-5,0,-1,4,-8,,3,,4,,6,,,,,,,,,,,0.680141354,0.048233137,-0.215769247,-0.213267813,-1.381106036,-0.150905672,0.814884771,,,,,,,,,,,,,,,,,,,,,,,,,-1.415319605,-0.739529715,-0.397220426,-0.258564181,-1.788941218,,-0.024184487,,0.419649895,,0.880997994,,,,,,,,,,,0,0,-1,-1
Wikipedia,1207,506,545520,"Hi Tim, I received the photograph from Delft but it's page looks a mess and I can't edit it. Can you, or do you know someone who can, fix it?",6,-2,6,0,7,-1,3,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,5,7,,1,,6,-1,7,,,,,,,,,,,0.680141354,-0.171066859,2.138077081,-0.213267813,1.490980169,-0.150905672,0.814884771,,,,,,,,,,,,,,,,,,,,,,,,,0.144446806,0.282344412,0.893561032,0.006664025,1.404060836,,-0.450203536,,0.809263499,-0.072604259,1.053302024,,,,,,,,,,,0,0,-1,-1
Wikipedia,1208,507,549682,"As I wrote above, at first I thought lets keep it, but after I heard some arguments, and when I made analysis of my own, I got to my conclusion. What's yours?",0,2,1,0,3,5,-2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7,5,,-1,,-6,-6,0,,,,,,,,,,,-0.242114329,0.706133126,0.176538475,-0.213267813,0.607261337,1.284908131,-0.962959897,,,,,,,,,,,,,,,,,,,,,,,,,-0.078376967,-0.535154889,0.119092157,0.537120437,0.978327229,,-0.876222584,,-1.528418125,-0.838982544,-0.152826183,,,,,,,,,,,0,0,-1,-1
Wikipedia,1209,508,550275,Could you please block me indefinitely. If you can't then what do I need to do to get blocked indefinitely?,0,-4,1,-1,-1,-4,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,6,6,-5,,5,,9,-11,-1,,,,,,,,,,,-0.242114329,-0.609666852,0.176538475,-0.476716289,-0.276457496,-0.868812574,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,0.144446806,,1.409873615,0.271892231,-1.150340807,,0.401834561,,1.393683905,-1.605360829,-0.325130212,,,,,,,,,,,0,0,-1,-1
