Community,,Num,Id,Id,Request,Request,Batch,,,,,,,,,
Wikipedia,222,615525,"I'm sorry, but I don't see how my edit makes it harder to find the book. Could you please explain?","I'm sorry, but I don't see how my edit makes it harder to find the book. Could you please explain?",12,9,17,5,17,A3I83CQLOZRO79,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A30BBO4BCZVILB,AIPK94CUWL45W,-0.254725593,TRUE
Wikipedia,223,625993,"Bingo! Since you've seen the light, now will you stop trying to craft PR statements?","Bingo! Since you've seen the light, now will you stop trying to craft PR statements?",13,11,9,9,5,A2VMJFBCB921NI,A2UBXHCHM2I6IL,A38WUWONC7EXTO,A1RT9SQ9D9DLOV,A1Y3Z92RE62NPS,-1.244392457,TRUE
Wikipedia,224,385164,"FloraBase has an entry for this, but no other information.&lt;url&gt; Know anything about it?","FloraBase has an entry for this, but no other information.<url> Know anything about it?",13,13,13,21,13,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A00613921OIEGJA322163,ANVEDG15GV3QE,-0.124035789,TRUE
Wikipedia,225,625077,I tried to create a similar map for Canada but couldn't get a usable output from the site you used for the Australia map. Could you create a Canadian one?,I tried to create a similar map for Canada but couldn't get a usable output from the site you used for the Australia map. Could you create a Canadian one?,21,16,17,20,15,A1486XFUE4FA27,A2WKPCZU4U110T,A2UFD1I8ZO1V4G,AC25X12LNYY6Y,A872FSFU7WV6W,0.807310855,TRUE
Wikipedia,226,19520,Thanks for change to Hugh de Grandmesnil - I am (It is) very short of refs for that article. Could you suggest one for your addition?,Thanks for change to Hugh de Grandmesnil - I am (It is) very short of refs for that article. Could you suggest one for your addition?,19,21,21,17,17,AUJNGT4ODJ6TE,A3S5L3I8O3Q2G,A2EKTJWJGLWVWV,A2AMGE57IJVSHF,A1LO3ERNARW7Y4,1.189654652,TRUE
Wikipedia,227,419038,"Hmmm, Dev, Jet123's nom doesn't really count as your second one, right? I can overwrite it?","Hmmm, Dev, Jet123's nom doesn't really count as your second one, right? I can overwrite it?",1,15,9,17,16,ANGX5PAAYGL9P,AW6UIL04MLQ9N,AAZKHFKG1B8VQ,AVHARSCRX7M9E,AZOAW8JH5HJJK,-0.152301049,TRUE
Wikipedia,228,423540,I went to &lt;url&gt; and couldn't find it. Can you provide a link?,I went to <url> and couldn't find it. Can you provide a link?,17,18,18,15,13,A233ONYNWKDIYF,A38WUWONC7EXTO,A1CIIX0CB0GR7H,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,0.552783981,TRUE
Wikipedia,229,577827,These edits appear to be related to the same issue that caused the page to be protected. Could you please explain why you are doing this?,These edits appear to be related to the same issue that caused the page to be protected. Could you please explain why you are doing this?,21,17,14,9,13,A1R4VG71V6XECZ,A2WKPCZU4U110T,AYG3MF094634L,A26NYABOD7YBW8,A13CO3B2BRXQLZ,0.002574702,TRUE
Wikipedia,230,362361,Did you just revert back to the old article? Or did I do something wrong with the move?,Did you just revert back to the old article? Or did I do something wrong with the move?,13,17,13,13,13,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A28TXBSZPWMEU9,A2QH1BQA6GR48O,AIPK94CUWL45W,-0.140000949,TRUE
Wikipedia,231,85552,"I have no idea how to explain that succinctly, though I'll probably write a couple of articles on the whole mess soon. Any idea how to incorporate that into the article?","I have no idea how to explain that succinctly, though I'll probably write a couple of articles on the whole mess soon. Any idea how to incorporate that into the article?",17,13,17,13,13,A233ONYNWKDIYF,A1W2G1N4BDF2DW,AD317NO9623GZ,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,0.286249297,TRUE
Wikipedia,232,52673,I am trying to figure out the exact definition of &lt;url&gt; however do not have access to Andrews. Could you help?,I am trying to figure out the exact definition of <url> however do not have access to Andrews. Could you help?,17,21,17,16,19,A233ONYNWKDIYF,A34A6MSJTD9A4L,A15YL2MKU0RY98,A1F4D2PZ7NNWTL,A9LK8OAITVXOQ,0.911434971,TRUE
Wikipedia,233,123350,if i send email to permissions-en@wikimedia.org is the email made public? where is it made public?,if i send email to permissions-en@wikimedia.org is the email made public? where is it made public?,13,17,9,9,15,AEWF3138PFWEN,A2ZKDPANCVA690,A2HUIIM8G3Q1VI,A2LQ33BQ8G259D,A1F4D2PZ7NNWTL,-0.307304824,TRUE
Wikipedia,234,83791,Why are you uploading/changing badge files here? Surely you should just upload them to Commons then list the wikipedia version for deletion?,Why are you uploading/changing badge files here? Surely you should just upload them to Commons then list the wikipedia version for deletion?,9,13,9,11,20,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A34A6MSJTD9A4L,A3LXBP8T6JMY9B,A1Y3Z92RE62NPS,-0.52292521,TRUE
Wikipedia,235,628742,"Thank you for telling me. Can you please revert my deletion, for I do not yet know how to do so?","Thank you for telling me. Can you please revert my deletion, for I do not yet know how to do so?",15,19,17,25,19,A1486XFUE4FA27,A22SZHZTF72TRM,AYG3MF094634L,A1BJTTNDDFZ3ZP,A1F4D2PZ7NNWTL,1.305236801,TRUE
Wikipedia,236,628362,Do you really think it is necessary to do that? Could you not simply take my advice on board?,Do you really think it is necessary to do that? Could you not simply take my advice on board?,13,6,9,9,9,A2UFD1I8ZO1V4G,A1QV3X9YMQQ3OQ,A1BJTTNDDFZ3ZP,AVHARSCRX7M9E,A13CO3B2BRXQLZ,-0.909653636,TRUE
Wikipedia,237,607129,"Actually, that's again a misromanization. Would you ''please'' stop this insanity?","Actually, that's again a misromanization. Would you ''please'' stop this insanity?",15,5,17,5,9,A3L8MJ1C4OEDGV,A1BJTTNDDFZ3ZP,A26NYABOD7YBW8,A38WUWONC7EXTO,A1F4D2PZ7NNWTL,-0.878475787,TRUE
Wikipedia,238,51534,I reverted &lt;url&gt; as it complicated my normal routine archiving of all the discussions on my talk page. Could you please refrain from this kind of edit in future?,I reverted <url> as it complicated my normal routine archiving of all the discussions on my talk page. Could you please refrain from this kind of edit in future?,17,17,9,13,5,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2QH1BQA6GR48O,A3IHLWMZNBLUR4,A2CE0KVP4A8J8K,-0.301998664,TRUE
Wikipedia,239,456164,The large coat of arms is still be commented on. Maybe you can lend a word or two?,The large coat of arms is still be commented on. Maybe you can lend a word or two?,21,16,15,15,13,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A28TXBSZPWMEU9,A2QH1BQA6GR48O,ANVEDG15GV3QE,0.460458168,TRUE
Wikipedia,240,625793,"There's nothing in your history besides editing my page, so I'm not sure to what you are referring. What page are you talking about?","There's nothing in your history besides editing my page, so I'm not sure to what you are referring. What page are you talking about?",9,9,10,9,8,AHH34KPTA2LSS,A2LQ33BQ8G259D,A1F4D2PZ7NNWTL,A3TFQK7QK8X6LM,AEYHIQUDWJ3KV,-0.947097369,TRUE
Wikipedia,241,528379,"Why was &lt;url&gt; deleted when it was simply a crop of &lt;url&gt; which is public domain? I'm pretty sure I wrote that on the description page, but if not, can it be restored?","Why was <url> deleted when it was simply a crop of <url> which is public domain? I'm pretty sure I wrote that on the description page, but if not, can it be restored?",13,15,9,10,13,AO3XB5I5QNNUI,A1ST1WRDA4ALST,A13CO3B2BRXQLZ,A3SQ6ORWDN5BGZ,AMSWIR4J9XEIJ,-0.44412657,TRUE
Wikipedia,242,627410,So the nomination was made by your sock. Could you explain why you choose to use a sock?,So the nomination was made by your sock. Could you explain why you choose to use a sock?,10,9,13,14,14,A22SZHZTF72TRM,A6YO9886DY2SC,A2GSW5RBAT5LQ5,AYG3MF094634L,AHH34KPTA2LSS,-0.329958117,TRUE
Wikipedia,243,335369,I just noticed you've added me as a sock puppet for Blue Sea? Can I ask what led you to this conclusion?,I just noticed you've added me as a sock puppet for Blue Sea? Can I ask what led you to this conclusion?,5,13,17,5,15,A233ONYNWKDIYF,A26YKYQIA3GX8B,ATVZXUW7O31EV,A29B522D0BX6HN,AIPK94CUWL45W,-0.616792709,TRUE
Wikipedia,244,500319,"You added managerial stats but they state Ferguson only managed St.Mirren for 12 games. That's too few given he was there for 4 years, please can you fix?","You added managerial stats but they state Ferguson only managed St.Mirren for 12 games. That's too few given he was there for 4 years, please can you fix?",16,9,15,9,18,AYG3MF094634L,AVHARSCRX7M9E,A125P73OQSRNI5,A1DTQSIIYIZL62,AEYHIQUDWJ3KV,0.02442247,TRUE
Wikipedia,245,165714,"I'm trying to install Lupin/Anti-vandal tool, but im stuck. Could you help please?","I'm trying to install Lupin/Anti-vandal tool, but im stuck. Could you help please?",21,17,17,21,20,A233ONYNWKDIYF,A2QH1BQA6GR48O,ANVEDG15GV3QE,A29B522D0BX6HN,AIPK94CUWL45W,1.40734518,TRUE
Wikipedia,246,215346,"I was reading the article reverse overshot wheel, but I can't find anything about the ""reverse"" part. Can you expand this?","I was reading the article reverse overshot wheel, but I can't find anything about the ""reverse"" part. Can you expand this?",17,17,13,15,13,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A2QH1BQA6GR48O,0.277824943,TRUE
Wikipedia,247,499757,Welcome to WikiProject Austria. I'm wondering if you're willing to coordinate the project for a while?,Welcome to WikiProject Austria. I'm wondering if you're willing to coordinate the project for a while?,21,18,13,21,25,A233ONYNWKDIYF,A28TXBSZPWMEU9,A28ZB4ZB13BWAI,A00613921OIEGJA322163,A19ZT0TQPFA2,1.008216345,TRUE
Wikipedia,248,621091,I had a brief look over the editing history of the article and I could only see three reverts. Perhaps this could be checked?,I had a brief look over the editing history of the article and I could only see three reverts. Perhaps this could be checked?,15,13,14,17,13,A2QN0EGBRGJU1M,A2YFPO0N4GIS25,A2GSW5RBAT5LQ5,A1F4D2PZ7NNWTL,ABM77ZQWCHPNX,0.069585913,TRUE
Wikipedia,249,85093,I have attempted to address your concern. Could you take another look at the article?,I have attempted to address your concern. Could you take another look at the article?,16,17,13,15,21,A1T5YMBH35PDBX,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A2QH1BQA6GR48O,A207OR9LV0PAPY,0.390169569,TRUE
Wikipedia,250,431479,"I would like to do the same for &lt;url&gt;, a Houston neighborhood. How do I do this?","I would like to do the same for <url>, a Houston neighborhood. How do I do this?",13,13,14,13,13,A233ONYNWKDIYF,A2VMJFBCB921NI,AYG3MF094634L,AQENCS423BKON,AHH34KPTA2LSS,-0.164198106,TRUE
Wikipedia,251,69712,"You mean ""the higher solubility in the ocean""? Solubility of what?","You mean ""the higher solubility in the ocean""? Solubility of what?",12,9,9,9,10,ANGX5PAAYGL9P,AVWFW00UYDVUD,A1BJTTNDDFZ3ZP,A1TLLJDX8H4JP1,A1F4D2PZ7NNWTL,-0.681952627,TRUE
Wikipedia,252,609730,"&lt;url&gt; and &lt;url&gt; are both accounts which have vandalised the article, and both have been created solely for vandalism. I believe they're one and the same; do you know an admin that can take action?","<url> and <url> are both accounts which have vandalised the article, and both have been created solely for vandalism. I believe they're one and the same; do you know an admin that can take action?",17,13,13,13,13,A1T5YMBH35PDBX,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,AIPK94CUWL45W,A3IHLWMZNBLUR4,-0.155905883,TRUE
Wikipedia,253,526560,"I'd really like to keep the image, just because it's of a Medal of Honor winner. Is there a way to shrink the table, or another place in the article (Like the Footnotes section) where the image would work?","I'd really like to keep the image, just because it's of a Medal of Honor winner. Is there a way to shrink the table, or another place in the article (Like the Footnotes section) where the image would work?",19,19,17,17,17,ANGX5PAAYGL9P,ANMGOZ451W9ZN,A1KC138MX47DXA,A1F4D2PZ7NNWTL,AZ1RJVNOZFIWV,0.598718244,TRUE
Wikipedia,254,70280,it is up on their website. Do you know how to put it on the south wales scorpions infobox thing on the wikipedia page?,it is up on their website. Do you know how to put it on the south wales scorpions infobox thing on the wikipedia page?,13,13,17,13,13,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2AMGE57IJVSHF,A29B522D0BX6HN,AIPK94CUWL45W,-0.134537654,TRUE
Wikipedia,255,125991,I wish I could find a better one but I don't think I know where one is I think the composition needs more information. Can you do that?,I wish I could find a better one but I don't think I know where one is I think the composition needs more information. Can you do that?,17,17,17,17,18,A233ONYNWKDIYF,AEWF3138PFWEN,A1GWSZ4I2QGCNJ,A2ULMYRKQMNNFG,AZ1RJVNOZFIWV,0.605574325,TRUE
Wikipedia,256,199817,"Who is going to contact all of the users? Is a bot being set to do that in the event it's necessary, or is it being done manually?","Who is going to contact all of the users? Is a bot being set to do that in the event it's necessary, or is it being done manually?",13,17,13,9,15,AW6UIL04MLQ9N,A1BJTTNDDFZ3ZP,A2ULMYRKQMNNFG,A2BE71BN177IH3,AZOAW8JH5HJJK,-0.146844317,TRUE
Wikipedia,257,231869,These two factors make me think that Indian ice-cream is a better name for the article than sxusem. What are your thoughts on this?,These two factors make me think that Indian ice-cream is a better name for the article than sxusem. What are your thoughts on this?,17,17,21,13,17,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,AIPK94CUWL45W,0.846499406,TRUE
Wikipedia,258,520030,This is starting to almost feel like harassment. Perhaps we should take this to a mediation committee?,This is starting to almost feel like harassment. Perhaps we should take this to a mediation committee?,14,16,10,1,9,AYG3MF094634L,AO5E3LWBYM72K,ARYGQ46IMW8AU,A3CFNUD7VR2E1E,A34ZSF2JSRXIRP,-0.940202139,TRUE
Wikipedia,259,620410,"Thank you for that, I was having a problem with diffs and the explanation didn't make sense to me. This is the first I have had to do, what is the procedure?","Thank you for that, I was having a problem with diffs and the explanation didn't make sense to me. This is the first I have had to do, what is the procedure?",16,16,17,9,21,A2WKPCZU4U110T,A22SZHZTF72TRM,A1TLLJDX8H4JP1,A2LQ33BQ8G259D,A1RT9SQ9D9DLOV,0.575518382,TRUE
Wikipedia,260,317346,"Hi, welcome to Wikipedia. Could you explain in your &lt;url&gt; just '''''what''''' a Universiade is?","Hi, welcome to Wikipedia. Could you explain in your <url> just '''''what''''' a Universiade is?",17,17,13,10,17,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A872FSFU7WV6W,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,0.295770982,TRUE
Wikipedia,261,601098,This is clearly them being just as congenial and accurate as always.&lt;url&gt; What is the appropriate place to report them?,This is clearly them being just as congenial and accurate as always.<url> What is the appropriate place to report them?,13,9,1,11,14,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A26YKYQIA3GX8B,A2QH1BQA6GR48O,A28ZB4ZB13BWAI,-0.709119724,TRUE
Wikipedia,262,99444,Hello. Can you please pass the pilot whale article?,Hello. Can you please pass the pilot whale article?,17,25,21,19,17,A2UFD1I8ZO1V4G,A3Q5YG3X67WHFD,A3EJ5TT2ZGBIDA,A38WUWONC7EXTO,A1DTQSIIYIZL62,1.273460991,TRUE
Wikipedia,263,478167,"&lt;person>, with whom you discussed linkspam in 2006, has returned. Could you offer your views on his talkpage?","<person>, with whom you discussed linkspam in 2006, has returned. Could you offer your views on his talkpage?",12,9,14,15,15,AAZKHFKG1B8VQ,A1BJTTNDDFZ3ZP,A1E0EK09CA5OIO,A3EJ5TT2ZGBIDA,A1F4D2PZ7NNWTL,-0.029636785,TRUE
Wikipedia,264,356288,Hi im currently compiling a college project on unreliable information and would like to view the deleted article Dudley O'Neill. Can you help?,Hi im currently compiling a college project on unreliable information and would like to view the deleted article Dudley O'Neill. Can you help?,10,24,17,21,16,A6YO9886DY2SC,AO5E3LWBYM72K,A3KVLFBRO8X2MZ,A1E0EK09CA5OIO,A2UBXHCHM2I6IL,0.760308853,TRUE
Wikipedia,265,75904,I'm interested in why you reduced the columns from 5 to 2? Could you reply on my talk page please?,I'm interested in why you reduced the columns from 5 to 2? Could you reply on my talk page please?,21,21,17,15,20,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,AIPK94CUWL45W,1.403242865,TRUE
Wikipedia,266,123760,A question has come up whether &lt;url&gt; was Jewish (see &lt;url&gt;). Do you have any references that might help?,A question has come up whether <url> was Jewish (see <url>). Do you have any references that might help?,17,13,17,13,13,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,AIPK94CUWL45W,0.075375739,TRUE
Wikipedia,267,40728,"Hi, I was wondering why it is that &lt;url&gt; only has two articles in it -- and whether it should be kept. Has it ever been more fully populated?","Hi, I was wondering why it is that <url> only has two articles in it -- and whether it should be kept. Has it ever been more fully populated?",15,13,15,21,17,A1E0EK09CA5OIO,AO3XB5I5QNNUI,A1ST1WRDA4ALST,A3SQ6ORWDN5BGZ,AMSWIR4J9XEIJ,0.346864332,TRUE
Wikipedia,268,628398,Have you as yet cast your own vote for &lt;url&gt;? Is there anything you can do to address some of the questions?,Have you as yet cast your own vote for <url>? Is there anything you can do to address some of the questions?,13,21,14,16,16,A233ONYNWKDIYF,A2X9AEDAHF7O7S,AYG3MF094634L,A1F4D2PZ7NNWTL,AZOAW8JH5HJJK,0.379384497,TRUE
Wikipedia,269,385974,That link just takes me to the arbcom main page. Are you intending to link me to something else?,That link just takes me to the arbcom main page. Are you intending to link me to something else?,14,17,18,12,13,A377FGOJB9OTNG,A1N6LHJ8AZZ85F,AVHARSCRX7M9E,AC25X12LNYY6Y,A22CF8BF9YQND7,0.393177011,TRUE
Wikipedia,270,159734,I'm currently considering nominating you for adminship at &lt;url&gt;. Are you interested?,I'm currently considering nominating you for adminship at <url>. Are you interested?,17,17,18,21,12,AHH34KPTA2LSS,A2LQ33BQ8G259D,A1F4D2PZ7NNWTL,A3TFQK7QK8X6LM,AEYHIQUDWJ3KV,0.583193239,TRUE
Wikipedia,271,143574,"Hi, just returned from a longer vacation where I was 100% offline and can look at it soon if it is not too late. What is the deadline?","Hi, just returned from a longer vacation where I was 100% offline and can look at it soon if it is not too late. What is the deadline?",13,21,13,15,9,A233ONYNWKDIYF,APDWVWS2HMSFD,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A2CE0KVP4A8J8K,-0.096686401,TRUE
Wikipedia,272,139788,"I pretty much agree with &lt;url&gt;, except I would like to know why you modified the see also section to be a hatnote. Doesn't &lt;url&gt; have specific requirements for this?","I pretty much agree with <url>, except I would like to know why you modified the see also section to be a hatnote. Doesn't <url> have specific requirements for this?",12,13,8,16,9,A1E0EK09CA5OIO,AO3XB5I5QNNUI,A2HHK2B1GUH9GX,A31RP7HI5172B,A3SQ6ORWDN5BGZ,-0.486546086,TRUE
Wikipedia,273,43454,Good find. Do you have a cite for the second para?,Good find. Do you have a cite for the second para?,13,17,17,17,21,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A3S5L3I8O3Q2G,A3IHLWMZNBLUR4,ANS7S6PUWTLF7,0.679906754,TRUE
Wikipedia,274,555624,"The &lt;url&gt; has a request (header ""&lt;url&gt;"") left a few hours ago by someone who has pictures of signs in China but can't read them. Would you please be willing to help?","The <url> has a request (header ""<url>"") left a few hours ago by someone who has pictures of signs in China but can't read them. Would you please be willing to help?",17,18,19,17,14,AE3D6SE2D8UPQ,A6YO9886DY2SC,A3L8MJ1C4OEDGV,ARYGQ46IMW8AU,A3EJ5TT2ZGBIDA,0.550145189,TRUE
Wikipedia,275,438448,Understood. Do you know of any legal expert you could contact to clarify this issue?,Understood. Do you know of any legal expert you could contact to clarify this issue?,15,13,15,13,18,AYG3MF094634L,A3KVLFBRO8X2MZ,A3EJ5TT2ZGBIDA,A1DTQSIIYIZL62,A2WZQ92N4809N1,0.084084263,TRUE
Wikipedia,276,624529,"just look out or you'll regret!OK, stop here, go to bed. Have U done ""Tourism Report"" yet?","just look out or you'll regret!OK, stop here, go to bed. Have U done ""Tourism Report"" yet?",1,15,5,9,12,AO5E3LWBYM72K,A3LXBP8T6JMY9B,A2MWGIVIKOXWYM,A2NRW37D7QPLRE,A2LQ33BQ8G259D,-1.145239737,TRUE
Wikipedia,277,480295,"I ""voted"" weak keep, based on what I've found. Can you comment?","I ""voted"" weak keep, based on what I've found. Can you comment?",22,12,9,15,13,A3L8MJ1C4OEDGV,A1Q0OT3UD3AH6A,A1TLLJDX8H4JP1,A2ULMYRKQMNNFG,A872FSFU7WV6W,0.008860021,TRUE
Wikipedia,278,260538,I have absolutely no idea what you are talking about. Please be more precise?,I have absolutely no idea what you are talking about. Please be more precise?,7,18,10,11,2,A2ZABRSFZKUOKV,A3L8MJ1C4OEDGV,A2ULMYRKQMNNFG,A3EJ5TT2ZGBIDA,A3TFQK7QK8X6LM,-0.916107465,TRUE
Wikipedia,279,2320,Hmm...the picture was taken on my camera by someone else. To whom does the copyright belong?,Hmm...the picture was taken on my camera by someone else. To whom does the copyright belong?,18,13,21,17,13,A1T5YMBH35PDBX,A049499332VKQ31EB7MV5,AO3XB5I5QNNUI,A3SQ6ORWDN5BGZ,AMSWIR4J9XEIJ,0.463156043,TRUE
Wikipedia,280,25456,My concern is that you are proceeding at such a rate of knots that it going to be difficult to later unpick and I can see some disagreement on this. Why not seek a consensus?,My concern is that you are proceeding at such a rate of knots that it going to be difficult to later unpick and I can see some disagreement on this. Why not seek a consensus?,19,16,15,9,9,A2WKPCZU4U110T,AO5E3LWBYM72K,ARYGQ46IMW8AU,A38WUWONC7EXTO,A38N58BSMTA0BE,-0.22990427,TRUE
Wikipedia,281,528217,Does that mean all the realiable sources are incorrect too? Was the e-mail from a reliable source?,Does that mean all the realiable sources are incorrect too? Was the e-mail from a reliable source?,17,13,17,15,13,A16PRU8T6NZLN5,A233ONYNWKDIYF,AW6UIL04MLQ9N,A2H8VMF0FQIFUM,A1DTQSIIYIZL62,0.052707263,TRUE
Wikipedia,282,587361,"In your vote against my candidacy you stated that you were a ""weak oppose"". May I ask why?","In your vote against my candidacy you stated that you were a ""weak oppose"". May I ask why?",17,17,13,19,13,A233ONYNWKDIYF,A2QH1BQA6GR48O,ANVEDG15GV3QE,A29B522D0BX6HN,AIPK94CUWL45W,0.409888094,TRUE
Wikipedia,283,359316,"Zero has taken a break from Wikipedia, and RK has recused himself from editing controversial articles. Why don't you and I fix up the &lt;url&gt; article now?","Zero has taken a break from Wikipedia, and RK has recused himself from editing controversial articles. Why don't you and I fix up the <url> article now?",17,13,14,8,17,A1VE0KG5BAO7EU,A3454T4PU9GJM0,A2ULMYRKQMNNFG,A872FSFU7WV6W,A1F4D2PZ7NNWTL,-0.102584551,TRUE
Wikipedia,284,620909,"Great Article &lt;name&gt;, Do u want me to add this to the template (Sri Lankan Conflict)? I think it should be included in the ''see also'' section what do you suggest?","Great Article <name>, Do u want me to add this to the template (Sri Lankan Conflict)? I think it should be included in the ''see also'' section what do you suggest?",17,19,16,25,11,AYG3MF094634L,A26NYABOD7YBW8,A38WUWONC7EXTO,A872FSFU7WV6W,AEYHIQUDWJ3KV,1.004494181,TRUE
Wikipedia,285,134176,Take a look at the most recent post to &lt;url&gt;. Can you make a stub out of it?,Take a look at the most recent post to <url>. Can you make a stub out of it?,13,13,16,13,13,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A29B522D0BX6HN,AIPK94CUWL45W,-0.06489593,TRUE
Wikipedia,286,600849,"I noticed your ""Original Research"" notation for the section on weights and measures in the article in Liberia. Could you explain in more detail your concern and how it might be remedied?","I noticed your ""Original Research"" notation for the section on weights and measures in the article in Liberia. Could you explain in more detail your concern and how it might be remedied?",14,21,13,16,17,A1T5YMBH35PDBX,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A2GODV4YZGD8X9,0.548947377,TRUE
Wikipedia,287,600844,During your RFA you stated that you would be helping deal with the Scibaby situation after Raul stopped doing it. Do you feel that you've done what you said you were going to do?,During your RFA you stated that you would be helping deal with the Scibaby situation after Raul stopped doing it. Do you feel that you've done what you said you were going to do?,9,9,9,11,13,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,AIPK94CUWL45W,-1.150131314,TRUE
Wikipedia,288,621603,"I'm sorry, I don't know what article you are talking about. Can you please provide the exact name?","I'm sorry, I don't know what article you are talking about. Can you please provide the exact name?",17,23,19,17,25,AYG3MF094634L,AO5E3LWBYM72K,ARYGQ46IMW8AU,A3CFNUD7VR2E1E,A34ZSF2JSRXIRP,1.170973498,TRUE
Wikipedia,289,621579,I have some made some improvements to the articles you references on the above user's talk page. Perhaps next time you would bring your concerns directly to '''me'''?,I have some made some improvements to the articles you references on the above user's talk page. Perhaps next time you would bring your concerns directly to '''me'''?,9,10,14,9,9,A1R4VG71V6XECZ,A2WKPCZU4U110T,AYG3MF094634L,A26NYABOD7YBW8,A13CO3B2BRXQLZ,-0.863705866,TRUE
Wikipedia,290,559348,"&lt;url&gt; has copyedited the article on my request, cleaning up much of the complicated sentence structure; I'm not sure if it's sufficient, however. Perhaps you might be able to take another look at it?","<url> has copyedited the article on my request, cleaning up much of the complicated sentence structure; I'm not sure if it's sufficient, however. Perhaps you might be able to take another look at it?",13,13,17,17,9,A199E33VY97TR,A2GSW5RBAT5LQ5,ARYGQ46IMW8AU,A3EJ5TT2ZGBIDA,A26NYABOD7YBW8,0.080906455,TRUE
Wikipedia,291,626078,"Your bot's edits aren't being marked as such; that is, they still appear in my watchlist when I choose to hide bot edits. Could you do something about this?","Your bot's edits aren't being marked as such; that is, they still appear in my watchlist when I choose to hide bot edits. Could you do something about this?",13,9,15,11,10,AO5E3LWBYM72K,A3MN5VOZFQPNZF,A1E0EK09CA5OIO,A1F4D2PZ7NNWTL,AZOAW8JH5HJJK,-0.421125173,TRUE
Wikipedia,292,439715,"Hello again. Could you move this to &lt;url&gt;, please?","Hello again. Could you move this to <url>, please?",20,20,17,21,21,A1T5YMBH35PDBX,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,ANVEDG15GV3QE,AIPK94CUWL45W,1.635609214,TRUE
Wikipedia,293,213945,Thanks for the note about my work on the above line. Would you mind if I copied and pasted your version over to mine to work on?,Thanks for the note about my work on the above line. Would you mind if I copied and pasted your version over to mine to work on?,21,21,21,19,21,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A29B522D0BX6HN,AIPK94CUWL45W,1.951290012,TRUE
Wikipedia,294,620951,I don't see any of that in his deletion log. Would you please find out which one it was as evidence so you're not blindly accusing an admin of deleting something they didn't delete?,I don't see any of that in his deletion log. Would you please find out which one it was as evidence so you're not blindly accusing an admin of deleting something they didn't delete?,9,18,1,9,5,A2WKPCZU4U110T,A22SZHZTF72TRM,A1TLLJDX8H4JP1,A2LQ33BQ8G259D,A1RT9SQ9D9DLOV,-1.145264433,TRUE
Wikipedia,295,169878,Because I haven't seen it; I'm not even sure from the discussion whether it's on or off Wikipedia. Can you supply a link or a reference?,Because I haven't seen it; I'm not even sure from the discussion whether it's on or off Wikipedia. Can you supply a link or a reference?,16,13,16,13,12,A2EJ6MKRFATU5I,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,ANVEDG15GV3QE,A29B522D0BX6HN,0.024747684,TRUE
Wikipedia,296,395661,I had a look at the place noted on the top of the talk page about 1rr and I was unable to find the sanction you talked about. Where is it listed please?,I had a look at the place noted on the top of the talk page about 1rr and I was unable to find the sanction you talked about. Where is it listed please?,21,18,17,17,21,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,AIPK94CUWL45W,1.362112258,TRUE
Wikipedia,297,379823,"I get the error message ""sorry, not enough content to play this station"". Can you explain a bit what your code do, and does this need an account on Lastfm or something else ?","I get the error message ""sorry, not enough content to play this station"". Can you explain a bit what your code do, and does this need an account on Lastfm or something else ?",17,17,13,13,13,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2AMGE57IJVSHF,A29B522D0BX6HN,AIPK94CUWL45W,0.190296979,TRUE
