Num,Id,Request#,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,AVERAGE_SCORES,AVERAGE_EN,AVERAGE_CH
158,619643,Really? When/where did that happen?#,,,0,,,0,,-3,,,0,,,0,,,,,,0,1,,,,,0,,,,,0,,,,,,,0,,0,,,,-1,,,,0,,,,,,,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0.925925926,0.935483871,0.913043478
159,196201,The <url> disambiguation page seems to be a model for collecting the related entries for IOOF buildings in a single place. Do you agree?#,3,,,3,,0,,,0,,,0,,,,,,11,3,,,,,4,,,,,0,,,,,,,2,,0,,,,0,,,,0,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160,564946,"Hi there, I've raised the possibility of unprotecting the tamazepam page <url>. What are your thoughts?#",6,,,5,,0,,,4,,,8,,,,,,12,4,,,,,3,,,,,2,,,,,,,3,,0,,,,-1,,,,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0.962962963,1,0.913043478
161,291631,"Also, how does that vandalism thing on your page work? Do you have to change the count manually, or does it detect vandalism itself?#",0,,,,,1,,,,-3,,,0,,,,-1,,,-1,,0,,,,,,,3,,2,,,,,,,-1,,,6,,,,,,-9,,,0,,2,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0.814814815,0.806451613,0.826086957
162,620910,"Thanks, can we write an article on that ? do you think it is notable enough ?#",-2,,,,,4,,,,9,,,6,,,,2,,,2,,10,,,,,,,4,,12,,,,,,,1,,,12,,,,,,3,,,0,,8,,,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.962962963,0.935483871,1
163,262902,Why haven't you submitted the diet to Good Article? And when are you going for Featured Article candidates?#,-8,,,,,-5,,,,-11,,,-4,,,,-2,,,-3,,-1,,,,,,,-4,,-12,,,,,,,-3,,,-9,,,,,,-6,,,-3,,-3,,,-1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,0.481481481,0.419354839,0.565217391
164,624484,"Where is the exception in <url> for ""tossing out citations and verifiable in order to make it easier for the reader""? Who are you to disagree with Nikon's label of ""Compact Professional""?#",-12,,,,,-7,,,,-12,,,-2,,,,-8,,,-7,,-11,,,,,,,-8,,-8,,,,,,,2,,,-12,,,,,,0,,,0,,-4,,,-1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,0.592592593,0.419354839,0.826086957
165,620852,Thanks! =D And how soon are we going to try to get The Lost Age to Featured Article?#,4,,,,,-3,,,,4,,,7,,,,3,,,2,,7,,,,,,,6,,2,,,,,,,4,,,9,,,,,,12,,,2,,4,,,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.962962963,0.935483871,1
166,577073,"I am doing stub cleaning and consolidation that is needed to reduce the incidence of tiny articles. For instance, did you know that the Luis Rodriguez article was linked to by a music producer, two boxers and a singer?#",-1,,,,,5,,,,1,,,-3,,,,1,,,0,,3,,,,,,,2,,0,,,,,,,4,,,6,,,,,,-3,,,0,,2,,,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0.888888889,0.870967742,0.913043478
167,215843,"I didn't remove the image; I just moved it down to the bottom of the box, to avoid having a long stack of images at the top. Is that a problem?#",-7,,,,,6,,,,-9,,,2,,,,-1,,,-4,,-1,,,,,,,-4,,-12,,,,,,,1,,,6,,,,,,-6,,,-1,,-1,,,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,0.62962963,0.548387097,0.739130435
168,629841,Is there any way I could talk you into being more conservative with creation of new articles? Do you agree that some of what you're creating here would be seen as obviously deletable material by most editors?#,-10,,,,,-8,,,,-3,,,3,,,,-1,,,-7,,-10,,,,,,,-7,,12,,,,,,,-1,,,12,,,,,,-5,,,2,,-5,,,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,0.62962963,0.548387097,0.739130435
169,612483,"I still prefer Huxley's version, as I don't think that version makes the dying off clear, and ignores the r-type organism analogue. Is there any way to work more emphasis into the dying off part in, as it's absolutely crucial to the removal of unfit forms?#",-6,,,,,3,,,,0,,,0,,,,0,,,0,,2,,,,,,,2,,10,,,,,,,3,,,-6,,,,,,9,,,-1,,-1,,,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,0.851851852,0.935483871,0.739130435
170,554731,"By chance, I have indef blocked <person> over your 31-hour block. Would you like me to keep indef block or change it back to 31 hours?#",-2,,,,,-5,,,,0,,,-1,,,,0,,,3,,3,,,,,,,3,,11,,,,,,,-1,,,6,,,,,,0,,,2,,2,,,-1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.851851852,0.806451613,0.913043478
171,83784,"OK, the 3920th is done. Any further thoughts?#",3,,,,,,,,,,1,,,,12,,1,,,2,,0,,6,,,,6,,,,,,-7,,,,,0,,,,3,,,,0,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.962962963,1,0.913043478
172,384811,"Yobot labelled <url> as a stub, though it has <person>. Perhaps that's a dab template Yobot doesn't know about?#",2,,,,,,,,,,4,,,,9,,2,,,1,,2,,2,,,,9,,,,,,-5,,,,,1,,,,0,,,,0,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.962962963,1,0.913043478
173,508269,"...why not try something a bit more proactive? Now, obviously he's using proxies, but are there no rangeblocks that might make his job harder?#",-2,,,,,,,,,,-1,,,,6,,-5,,,2,,4,,-3,,,,-7,,,,,,-3,,,,,-7,,,,-9,,,,-1,,,,,,,,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,0.666666667,0.677419355,0.652173913
174,328920,The copyediting is being done as I speak. Anything else you can think of?#,5,,,,,,,,,,7,,,,12,,3,,,1,,9,,2,,,,0,,,,,,-2,,,,,0,,,,0,,,,0,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.962962963,1,0.913043478
175,594145,thank you. any clue what happened?#,,12,,,,,,,,,,6,,,,10,,2,,,3,,0,,6,,,,2,,,,,,1,,,,,6,,,,6,,,,3,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
176,542963,"See: <url>. If I remember correctly, you said you planned on cleaning up after the bot tagged the images; is that still the case?#",9,,,,,,,,,,-1,,,,8,,-1,,,3,,4,,-1,,,,6,,,,,,-3,,,,,0,,,,-3,,,,-2,,,,,,,,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,0.777777778,0.806451613,0.739130435
177,133725,"I don't think I've used it in Wikipedia. So, if I haven't, why did you bring it up?#",-5,,,,,,,,,,-8,,,,3,,-5,,,-3,,0,,-4,,,,-7,,,,,,-6,,,,,-12,,,,-11,,,,-2,,,,,,,,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,0.62962963,0.612903226,0.652173913
178,355457,"Some pictures are not mine, but those that I have changed, their own. And you can submit a complaint the owners of those photos?#",0,,,,,,,,,,0,,,,2,,-5,,,,,1,,-2,,,,,,,,,,-3,,,,,-10,,,,-6,,,,0,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0.814814815,0.870967742,0.739130435
179,496654,"When I find 20 sources calling an Individual Armenian including TURKISH, the NYT and Time's article are presented in a dubious manner, how can I bey considered aggressive? It is the duty of every editor and admin to weed out Original research and dubious citations, no?#",-4,,,,,,,,,,-4,,,,3,,-2,,,0,,2,,-4,,,,-8,,,,,,-1,,,,,-10,,,,-10,,,,-1,,,,,,,,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,0.666666667,0.677419355,0.652173913
180,567951,Are you calling me a vandal for visiting your user page? Or am I just <url>?#,-5,,,,,,,,,,-8,,,,1,,-2,,,0,,2,,-4,,,,-8,,,,,,-6,,,,,-6,,,,-10,,,,-2,,,,,,,,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,0.666666667,0.677419355,0.652173913
181,34411,I was thinking about creating a page about Nintendo eShop. And since you are a well trusted user I am asking you if you think that would just be deleted because there isn't enough information?#,6,1,,,,12,,,,,1,,,0,,,,3,,,,10,,,,,4,,,,,,,4,,9,,,,3,,,,2,,,,-2,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0.962962963,1,0.913043478
182,381792,It is an obvious and strongly followed point that april fools jokes ''should not disrupt the running of the wiki''. Could you explain why the HELLS you coated a dozen users' pages with pictures of jimbo's ugly bearded fizzogg?#,-11,-9,,,,-2,,,,,-12,,,0,,,,-6,,,,-11,,,,,0,,,,,,,-4,,-12,,,,3,,,,2,,,,-8,,,,,,,-1,-1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0.666666667,0.612903226,0.739130435
183,141067,There is a special tool which shows you page sizes? Would you like to know how to use it?#,10,,,,,,10,3,,,,6,,,,,0,,,-1,,,,4,,,,-11,,,,,-2,,,,,,,5,,12,,,,5,,,,2,,,,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888888889,0.870967742,0.913043478
184,258490,"Your <url> is a brilliant idea! Would you mind if I linked to it from my collection of ""Useful things"" on my user page?#",12,,,,,,12,7,,,,12,,,,,12,,,3,,,,5,,,,12,,,,,4,,,,,,,12,,12,,,,5,,,,4,,,,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
185,280419,"See the page <url>, and in particular the section <url>. Does that make sense?#",-6,,,,,,1,5,,,,7,,,,,0,,,1,,,,0,,,,-1,,,,,-3,,,,,,,-7,,-8,,,,1,,,,0,,,,-2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,0.777777778,0.870967742,0.652173913
186,625663,"Thank you for your comments. May I refer you to <url>, where I think you will find the sort of criticism section that you are looking for?#",12,,,,,,12,7,,,,5,,,,,11,,,-1,,,,4,,,,6,,,,,4,,,,,,,4,,9,,,,7,,,,4,,,,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.962962963,0.935483871,1
187,563491,"The Hitchin-related hoax claims by <url> seem to have led to a rather precipitate response, considering that he has only been an editor for a few days. Is there something going on here that isn't obvious?#",-5,,,,,,0,0,,,,3,,,,,-7,,,0,,,,0,,,,1,,,,,0,,,,,,,0,,-4,,,,4,,,,0,,,,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0.888888889,0.870967742,0.913043478
188,163563,Hello im trying to make a task force for the Empire of Brazil with some people but we dont know how to make the actually task force stuff like the banner and how to make the quality chart template to see what class each article is. Im asking if you can help make it since i saw you made WikiProject Dam?#,5,,,,,,7,1,,,,12,,,,,-3,,,1,,,,2,,,,6,,,,,0,,,,,,,4,,5,,,,0,,,,0,,,,-3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0.925925926,0.935483871,0.913043478
189,358625,I can't find anything about Crimson Echoes' Gameplay. Do you think that its good as it is?#,0,,,,,,1,3,,,,8,,,,,-3,,,-2,,,,1,,,,-3,,,,,3,,,,,,,-2,,-2,,,,2,,,,0,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0.814814815,0.806451613,0.826086957
190,380241,"Sorry <name>, but I don't understand. Even if your man didn't meet <url>, how could he fail to meet <url>?#",-2,,,,,,-9,-4,,,,8,,,,,-9,,,3,,,,2,,,,-4,,,,,-3,,,,,,,-7,,-6,,,,3,,,,0,,,,-2,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,0.666666667,0.677419355,0.652173913
191,214946,"Hey, several of the footnotes that you use in <url> are Harvard footnotes, which means that they need the full citation of the books in works cited section. I imagine you grabbed some of that information from some other places, would you mind retriveing the bibliographic data?#",6,4,,,,,10,4,,,,8,,,-3,,,,,2,,,,,-3,,,4,,2,,,,,6,,,,1,,,,,3,,,2,,,,-2,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0.888888889,0.870967742,0.913043478
192,231174,Don't you think it's taken too far back to be of any use? Do we have any alternatives?#,-1,2,,,,,-3,3,,,,0,,,-9,,,,,,,,,,0,,,-3,,-2,,,,,-2,,,,-1,,,,,5,,,2,,,,-5,,,,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0.703703704,0.677419355,0.739130435
193,619548,How do you save it??#,0,0,,,,,0,5,,,,0,,,-2,,,,,-1,,,,,-3,,,0,,-2,,,,,0,,,,0,,,,,0,,,-1,,,,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0.814814815,0.741935484,0.913043478
194,342335,"<url> <url> version, but mighty all the same. Am I wrong?#",-4,2,,,,,-1,2,,,,0,,,-4,,,,,-3,,,,,4,,,-2,,-2,,,,,1,,,,-1,,,,,0,,,3,,,,-4,,,,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0.703703704,0.612903226,0.826086957
195,290134,Hi <name>- I'm a touch concerned about the entry on Ian Levine's bio about his comparison to the Abzorbaloff thing. Even if critics have speculated about it- is this really needed on a biographical page?#,8,2,,,,,-3,4,,,,0,,,-3,,,,,-9,,,,,6,,,-2,,0,,,,,3,,,,0,,,,,3,,,0,,,,-2,,,,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0.814814815,0.741935484,0.913043478
196,257087,I get the regular edit page with the instructions and everything when I click on it. Did you replace SOCKMASTER with the actual name of the sockmaster (the account controlling all the sock puppets) in the box?#,-3,0,,,,,-4,1,,,,0,,,0,,,,,0,,,,,-1,,,-2,,0,,,,,0,,,,0,,,,,1,,,-2,,,,-3,,,,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,0.777777778,0.741935484,0.826086957
197,385104,"The <url> states that ''Endymion'' was an <person>, and the only one of five actually built. Does Conway mention this?#",6,0,,,,,3,0,,,,1,,,0,,,,,0,,,,,0,,,4,,0,,,,,0,,,,0,,,,,2,,,0,,,,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
198,529029,last msg ???#,,-11,-3,,,,,-9,0,,,,-4,,,-3,,,,,-11,,,,,-7,,,-8,,-2,,,,,-3,,,,-1,,,,,0,,,3,,,,-1,,,1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,0.555555556,0.419354839,0.739130435
199,24580,"Okay. But in that case, shouldn't the meanings ""of"" and ""from"" from some languages be removed from the article as well?#",-3,2,,,,,-2,-3,,,,-1,,,-2,,,,,-2,,,,,6,,,-3,,-1,,,,,-1,,,,0,,,,,2,,,2,,,,-5,,,,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0.62962963,0.483870968,0.826086957
200,466860,Thanks for the info but the page is still giving the same warnings. Any ideas why this might be happening?#,4,8,,,,,-1,8,,,,7,,,2,,,,,-1,,,,,8,,,5,,10,,,,,1,,,,1,,,,,2,,,1,,,,0,,,,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.925925926,0.870967742,1
201,226534,"It's cool (<url>), but the high resolution vs. seems to be different, see <url>. Hmm why?#",5,,,,,,,12,-1,,,,,,3,,,,,,,,8,,,-3,,,,,,,,,2,,,,,-2,3,,,,3,,,,,,,,,,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888888889,0.870967742,0.913043478
202,529244,"Hi <name> I can't seem to find a hook I entered in DYK Feb 24, it's about the novel <url>, along with suggestions from other eds. Can you find what happened to it, please?#",12,,,,,,,11,6,,,,,,11,,5,,,,,,12,,,6,,,,,,,,,4,,,,,0,3,,,,3,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
203,281450,(undent) Your Chinese is much better than mine. Is it possible in Chinese to omit a conjunction such as u548c or u8ddf and let a string of two successive nouns refer to a set of two objects?#,12,,,,,,,12,8,,,,,,5,,3,,,,,,5,,,8,,,,,,,,,8,,,,,4,2,,,,5,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
204,377336,"BTW, small step, huh, from Berkely to Soman's talk page. What's next--Cambridge?#",-6,,,,,,,1,-1,,,,,,3,,-4,,,,,,-5,,,-4,,,,,,,,,0,,,,,0,-2,,,,2,,,,,,,,,,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.777777778,0.677419355,0.913043478
205,559786,"OK, same situation here :-) Marskell and I agreed on a proposal that would initially just give us some backup on the day-to-day stuff, not necessarily closes, but to work in to people who could help when we needed time off. Is it OK with you if I go ahead and propose that to Raul?#",12,,,,,,,12,4,,,,,,12,,3,,,,,,12,,,0,,,,,,,,,4,,,,,7,3,,,,5,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
206,475950,"That line in <url>: ''<url>, the slashed zero character'', shouldn't it be ''<url> or slashed zero, the slashed zero character''? How's <url> doing?#",9,,,,,,,2,0,,,,,,2,,6,,,,,,0,,,-3,,,,,,,,,-1,,,,,1,-2,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888888889,0.935483871,0.826086957
207,528867,"Hey,saw you had a page in the works in your sandbox. Are you planning to move it to mainspace soon?#",7,,,,,,,9,6,,,,,,6,,-3,,,,,,0,,,-3,,,,,,,,,1,,,,,-3,-3,,,,-2,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,0.814814815,0.870967742,0.739130435
208,68487,"Thanks. As for the previous edits, should I make a note on the User Page that it's my account?#",12,,,,,,,12,1,,,,,,7,,2,,,,,,2,,,3,,,,,,,,,3,,,,,-5,-2,,,,6,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.925925926,1,0.826086957
209,545586,"Uh, okay, the tabs for the pull-down menues, which were visible to me before, are no longer visible. Is this because i screwed up a setting with Twinkle, or because my thinkpad is not displaying the entire page (preliminary fiddling around seems to eliminate this possibility)?#",0,,,,,,,5,-1,,,,,,1,,-2,,,,,,0,,,-7,,,,,,,,,3,,,,,-4,-3,,,,3,,,,,,,,,,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.814814815,0.806451613,0.826086957
210,238914,"Hi Editorofthewiki, both images are just fine. I don't see an open review for the article; is there somewhere in particular you'd like me to make this comment, if not just here?#",7,,,,,,,12,7,,,,,,11,,4,,,,,,2,,,3,,,,,,,,,3,,,,,0,2,,,,3,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
