Community,Num,Num,Id,,
Wikipedia,382,982,620330,"Well, don't everyone talk all at once now. :) Any suggestions for the article ?","Well, don't everyone talk all at once now. :) Any suggestions for the article ?"
Wikipedia,383,983,625242,"Sure thing, and thank you for noticing! Is the colour better now?","Sure thing, and thank you for noticing! Is the colour better now?"
Wikipedia,384,984,624962,experence suggests that most of the time it is an extreamly good criteria but in this case I've put the links back. Which morris side are you with?,experence suggests that most of the time it is an extreamly good criteria but in this case I've put the links back. Which morris side are you with?
Wikipedia,385,985,623579,"thanks for your input, it was such a pleasure interacting with you, now that the overlapping projects assessment are done, we need never interact again. projects opting out of policy, how charming, some projects are more equal than others, can i take a vote on SI project opting out of copyright vios?","thanks for your input, it was such a pleasure interacting with you, now that the overlapping projects assessment are done, we need never interact again. projects opting out of policy, how charming, some projects are more equal than others, can i take a vote on SI project opting out of copyright vios?"
Wikipedia,386,986,555194,"Okay, I asked for help at &lt;url&gt;, was directed to &lt;url&gt;. What do you want to do?","Okay, I asked for help at <url>, was directed to <url>. What do you want to do?"
Wikipedia,387,987,332646,"I've removed my remark. But if somebody puts words in another's mouth, and that second person states that is not what he meant, and the first person responds that no, that ''is'' what the second person meant, well, wouldn't you say that's a little weird?","I've removed my remark. But if somebody puts words in another's mouth, and that second person states that is not what he meant, and the first person responds that no, that ''is'' what the second person meant, well, wouldn't you say that's a little weird?"
Wikipedia,388,988,225630,"I've been ""busy"" (all day today in Death Valley admiring the spring bloom), and I would like to get at least partial buyin from HG if possible. Not a big hurry to rename, right?","I've been ""busy"" (all day today in Death Valley admiring the spring bloom), and I would like to get at least partial buyin from HG if possible. Not a big hurry to rename, right?"
Wikipedia,389,989,621235,4.5 million hits on Google turning up the non-Columbia campuses. What are you talking about?,4.5 million hits on Google turning up the non-Columbia campuses. What are you talking about?
Wikipedia,390,990,364165,Have you been able to find anything confirming that last result yet? Is it being challenged in court?,Have you been able to find anything confirming that last result yet? Is it being challenged in court?
Wikipedia,391,991,187736,"Good day, sorry to bother you. Is the 2:00 am news brief called eyewitness news everynite, and if it is do they play move closer to your world?","Good day, sorry to bother you. Is the 2:00 am news brief called eyewitness news everynite, and if it is do they play move closer to your world?"
Wikipedia,392,992,239482,"Hi, I see you left a red link at &lt;url&gt; (Roman conquest of Britain). Is this a forerunner to a new article/renaming or does it need correcting?","Hi, I see you left a red link at <url> (Roman conquest of Britain). Is this a forerunner to a new article/renaming or does it need correcting?"
Wikipedia,393,993,280441,Help how? Do you mean disambiguating links like this:&lt;url&gt;?,Help how? Do you mean disambiguating links like this:<url>?
Wikipedia,394,994,232110,Please answer Bishonen question to you. When were you invited to comment on UC related subjects?,Please answer Bishonen question to you. When were you invited to comment on UC related subjects?
Wikipedia,395,995,171454,Nice photo! Could you help answer a question (&lt;url&gt;) at the Reference Desk related to the picture?,Nice photo! Could you help answer a question (<url>) at the Reference Desk related to the picture?
Wikipedia,396,996,565402,"Sure. I have to warn you, though, the file size advantage has pretty much been lost since SVG font rendering went the way of the dinosaurs :) Do you make a point of having the border, or can I leave it out?","Sure. I have to warn you, though, the file size advantage has pretty much been lost since SVG font rendering went the way of the dinosaurs :) Do you make a point of having the border, or can I leave it out?"
Wikipedia,397,997,348677,The &lt;url&gt; contained a number of British Army cavalry units from formation. Does this make it an &lt;url&gt; division rather than a (British) Indian division?,The <url> contained a number of British Army cavalry units from formation. Does this make it an <url> division rather than a (British) Indian division?
Wikipedia,398,998,270658,About ten days ago I made some changes in response to your comments. Can you please look at them and make your GA decision?,About ten days ago I made some changes in response to your comments. Can you please look at them and make your GA decision?
Wikipedia,399,999,618619,"eh, i've ALWAYS hated 50 meter pools (200 butterfly was always the BIGGEST pain in the ass) although i really did like butterfly for some reason.... never quite got that, so was it an indoor or outdoor pool????","eh, i've ALWAYS hated 50 meter pools (200 butterfly was always the BIGGEST pain in the ass) although i really did like butterfly for some reason.... never quite got that, so was it an indoor or outdoor pool????"
Wikipedia,400,1000,619716,"I am the bot owner, and I replied just above your comment, explaining the situation. Is there some other problem, or some other comment I didn't respond to?","I am the bot owner, and I replied just above your comment, explaining the situation. Is there some other problem, or some other comment I didn't respond to?"
