Num,Id,Request#,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,EN_10,EN_20,EN_30,EN_40,EN_50,EN_60,EN_70,EN_80,EN_90,EN_100,EN_110,EN_120,EN_130,EN_140,EN_150,EN_160,EN_170,EN_180,EN_190,EN_200,EN_210,EN_220,EN_230,EN_240,EN_250,EN_260,EN_270,EN_280,EN_290,EN_300,EN_310,EN_320,EN_330,EN_340,EN_350,CH_10,CH_20,CH_30,CH_40,CH_50,CH_60,CH_70,CH_80,CH_90,CH_100,CH_110,CH_120,CH_130,CH_140,CH_150,CH_160,CH_170,CH_180,CH_190,CH_200,CH_210,CH_220,CH_230,CH_240,CH_250,CH_260,CH_270,CH_280,CH_290,CH_300,CH_310,CH_320,CH_330,EN100,EN200,EN300,EN400,EN500,EN600,EN700,EN800,EN900,EN1000,EN1100,EN1200,EN1300,EN1400,EN1500,EN1600,EN1700,EN1800,EN1900,EN2000,EN2100,EN2200,EN2300,EN2400,CH100,CH200,CH300,CH400,CH500,CH600,CH700,CH800,CH900,CH1000,CH1100,CH1200,CH1300,CH1400,CH1500,CH1600,CH1700,CH1800,CH1900,CH2000,CH2100,CH2200,CH2300,CH2400,CH2500,CH2600,CH2700
841,626344,"Thanks. Does it happen to say anything about his marriage to Paula, as in when it ended?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,6,,,,,,3,,2,2,,,0,,3,,-3,,,,,,,,9,,10,,2,,,,,3,,,,3,,,,4
842,620320,"It's not bizarre and random because I believe it violates the policies of <url> and <url> as its using Wikipedia for non-Wikipedia related projects. You say it's a sandbox for your new Wiki, why not put the sandbox ON that wiki?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,-8,,,,,,-11,,0,-2,,,-9,,-2,,-7,,,,,,,,-3,,7,,-2,,,,,-10,,,,-1,,,,-4
843,625649,"Alf has a large <url> in Germany. How on earth do you know that he is a character ""almost no one knows about"" Where you get your f'n info?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,-6,,,,,,-11,,-10,-7,,,-12,,-7,,-8,,,,,,,,,,-3,,-8,,,,,-12,,,,-3,,,,-12
844,218759,Is it OK that I don't edit wikipedia? It's because lots of other people have done it but I don't want to so can I still go on?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-9,,,,,,1,,1,0,,,0,,0,,-5,,,,,,,,8,,-2,,-5,,,,,-10,,,,-4,,,,-3
845,618840,"OK, I'll bite. How is ''Matt ""Dirty"" Sanchez'' to be construed as anything other than a personal attack?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-8,,,,,,1,,2,-8,,,-2,,-3,,-7,,,,,,,,9,,2,,-2,,,,,-5,,,,-1,,,,0
846,384089,Maybe the area that is now the Chakma Autonomous District Council was (or is?) located within the Lawngtali district?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,8,,,,,,3,,1,0,,,0,,0,,-2,,,,,,,,7,,10,,2,,,,,0,,,,1,,,,5
847,273534,Stole ur flag for my page. that ok?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,-11,,,,,,1,,-5,0,,,-6,,0,,-7,,,,,,,,6,,5,,2,,,,,-9,,,,-2,,,,-6
848,120669,"Unfortunately, I'm still worried this may not be enough to avoid arguments. <url> says ""A separate rationale must be provided each time the image is used in an article."" Should we just copy the tag for every article using the logo?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,10,,,,,,0,,-1,2,,,3,,3,,2,,,,,,,,8,,9,,4,,,,,10,,,,5,,,,6
849,425559,"Thanks, but I am now having trouble finding it. Any suggestions?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,6,,,,,,4,,5,5,,,1,,1,,-1,,,,,,,,11,,12,,4,,,,,9,,,,4,,,,-3
850,325596,"You added partisan colours for the early Chancellors (such as a conservative blue colour for Bismarck); as the early Chancellors were not attached to any political party, and the ""party"" given is merely an approximate indication of their political leanings, I'm not sure if this is a good idea. Also, why did you remove the partisan colour from the last part of the table (the Republic)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,0,,,,,,-7,,-1,-1,,,-11,,-2,,5,,,,,,,,,,6,,2,,,,,1,,,,-5,,,,-5
851,621105,"Crap, I'm sorry, I didn't realize someone was working on it, and it's done now, sorry to get your hopes up. No dramas?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9,,,,,-3,,,,,,-1,,5,,,,,,4,,2,,0,-2,-2,,,,5,,,-3,,-6,,3,,,,,6,,,,3,,,5,,2
852,623175,This is great so far! What do you feel you need help with?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,,,4,,12,,,,,,6,,12,,5,6,-1,,,,-1,,,-1,,9,,1,,,,,8,,,,10,,,1,,2
853,122952,"I don't get the ""defaultsort"" edit you mention - can you link me to a specific edit showing this? Also, if I rename the template will it be automatically changed on the relevant coaches' pages or do I need to do this myself?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,0,,,,,,0,,-1,,,,,,5,,0,,-1,1,-3,,,,0,,,1,,-1,,1,,,,,0,,,,0,,,-3,,-3
854,262832,"I've had a go at sorting out markup for footnotes. Also many (most) of the external links were either direct-links or indirect-mentions of single research papers; I've worked these up where possible, but should they be moved from ""External links"" to ""References"" or better still to relevent place in the artice as footnotes?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,0,,,,,,0,,0,,,,,,9,,-2,,0,6,5,,,,0,,,1,,4,,0,,,,,0,,,,1,,,-3,,1
855,403979,"While half-inching a citation from <url> to use elsewhere, I was reminded what a good article it is. Are you planning to take it to Featured Article candidates at any point?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,1,,,,,,4,,0,,,,,,5,,-1,,2,0,2,,,,-4,,,0,,8,,0,,,,,0,,,,-2,,,-5,,0
856,128270,Can you give me a general description of <url>? Does it mention anything about making movie?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,-5,,,,,,2,,0,,,,,,5,,-1,,0,0,0,,,,0,,,1,,2,,0,,,,,0,,,,3,,,-7,,-4
857,48392,"Hi <name> I normally make only trivial changes, but I've just found it necessary to do two hook rewrites. Could you check, please?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,-3,,,,,,6,,5,,,,,,-5,,-1,,-1,4,6,,,,5,,,2,,2,,2,,,,,5,,,,6,,,8,,-3
858,621018,"Thank you! Was I the only one who found Lima's tone to be, to say the least, unpleasant?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,-3,,,,,,-2,,10,,,,,,4,,2,,3,0,1,,,,8,,,-2,,-2,,4,,,,,5,,,,12,,,6,,2
859,621114,And what did I do wrong???????????????????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8,,,,,-8,,,,,,-3,,-12,,,,,,-4,,-7,,-6,-11,-9,,,,-7,,,-2,,-8,,-9,,,,,-5,,,,-11,,,-10,,-12
860,620266,"Yes, I'd seen your note, but it looks as though all five of those edits were made by users other than Terra. Do you have any reason to suspect they are his sockpuppets?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,,0,,,,,,-2,,0,,,,,,5,,-5,,2,-3,-1,,,,-1,,,3,,-3,,3,,,,,2,,,,7,,,4,,-10
861,372520,"Which seems to be exactly in line with my point about album covers. If you were referring only to logos, could you please qualify why they should be treated differently?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-1,2,,,,,,,3,,-6,,,,-1,,,,,,,,,,,,,,,9,2,,,,,3,,,,4,4,,,,6,,-3
862,227647,"Found this awesome shot of a <url>, but cannot figure out how to make the picture show on the English language <url> page. Any clues?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,10,1,,,,,,,1,,0,,,,1,,,,,,,,,,,,,,,7,-1,,,,,0,,,,3,0,,,,0,,-4
863,619321,Ahhhh... My apologies. You wouldn't be using the google toolbar perchance?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,7,4,,,,,,,6,,3,,,,7,,,,,,,,,,,,,,,0,1,,,,,1,,,,0,3,,,,3,,3
864,75733,I saw your motorcycle map for Daytona. Could you do one for Indianapolis?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,0,1,,,,,,,0,,0,,,,0,,,,,,,,,,,,,,,0,2,,,,,0,,,,0,1,,,,3,,-10
865,475559,I styled the page to look like <url>. What are your thoughts?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,0,,,,,,,3,,0,,,,2,,,,,,,,,,,,,,,9,1,,,,,0,,,,0,1,,,,0,,0
866,509049,Then no one ever sees that page? Isn't it the login page?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,-2,-3,,,,,,,-1,,2,,,,-1,,,,,,,,,,,,,,,0,-3,,,,,0,,,,-3,0,,,,-7,,-5
867,542167,"Thanks for reverting <url> - that was actually me, unlogged in. OK if I re-revert?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,5,,-1,,,,3,,,,,,,,,,,,,,,10,3,,,,,2,,,,1,0,,,,6,,-3
868,262261,"Meh - perhaps not, and they will most likely be closed as renames, but I figured another week to allow anyone who wants to to comment wouldn't hurt anything since you as the nominator were the only one who had commented so far. Is there something I missed, or a hurry to get these quickly renamed?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,1,1,,,,,,,2,,-6,,,,2,,,,,,,,,,,,,,,9,4,,,,,0,,,,1,1,,,,2,,0
869,89254,"From my reading of the entries, the Japanese force in <url>/South <url> & the <url> appears to have been the <url>, rather than the <url>. Does that sound right?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,,,,,,,0,,0,,,,1,,,,,,,,,,,,,,,10,0,,,,,2,,,,1,2,,,,3,,3
870,525643,"Hi <name> regarding 'your' article on <url>, I think the classification as ""hexose deoxy sugar"" is clearly wrong, it would be rather something like ""methyl ether of a branched heptose dideoxy sugar"" but I'm not sure how chemists usually refer to such substances. Could you shed light on the issure?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,-8,1,,,,,,,-2,,-4,,,,2,,,,,,,,,,,,,,,11,-2,,,,,2,,,,2,4,,,,7,,-10
871,211134,"I'm going to try and hurry the <url> article through both GA and Featured Article to see if I can get it as the Featured Article on the Main Page in time for its 20-year anniversary on October 18, 2009. Care to help a little or a lot?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,1,,,,,1,,-3,,,,,1,,2,,,,,,,,2,,,-3,-1,,,,,,,-2,,,-5,,,,,-2,,,,,6
872,177507,"Thanks for the articles on South African cricket teams - I was planning to do them myself but I really appreciate that you've done them. By the way, where did you find the information on what regions the teams represent?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,6,,,,,5,,-1,,,,,11,,-1,,,,,,,,9,,,0,6,,,,,,,6,,,5,,,,,1,,,,,8
873,625109,"No, of course I never did. So why do you keep writing about ""scorning others's sensitivities"" when such a thing was never suggested?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8,,,,-7,,,,,3,,-2,,,,,-4,,-2,,,,,,,,-9,,,-7,-5,,,,,,,-6,,,-9,,,,,-5,,,,,-8
874,624167,"I kind of agree. Are you planning on actually editing Wikipedia, or is your whole purpose here to promote this ... study (or whatever it is)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8,,,,-5,,,,,-6,,-10,,,,,-1,,-1,,,,,,,,-3,,,-7,-3,,,,,,,-2,,,-7,,,,,-3,,,,,-7
875,288514,"Thank you for your time, but, perhaps; If I give you the iformation and images and such for Lord Strachan, could you maybe make it? It shouldn't be that hard to find info, or images, but I already have them, so if I give you this stuff, perhaps could you do it?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,2,,,,,5,,1,,,,,-3,,1,,,,,,,,9,,,-10,6,,,,,,,2,,,4,,,,,4,,,,,3
876,356719,"Well, to delete, I would have to nominate it for Vote for Deletion, is that not true? Or can you just directly delete it yourself?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,0,,,,,-7,,-1,,,,,-1,,0,,,,,,,,0,,,-11,-5,,,,,,,-1,,,-4,,,,,-2,,,,,-3
877,471390,PS. Is <url> more relevant to explain the analogy?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,1,,,,,-1,,-1,,,,,0,,0,,,,,,,,0,,,0,0,,,,,,,2,,,5,,,,,0,,,,,0
878,535512,"And, btw, are you from Sevilla or its vicinity? How often do you visit Spain?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8,,,,2,,,,,-11,,0,,,,,1,,0,,,,,,,,0,,,,-1,,,,,,,2,,,2,,,,,-3,,,,,0
879,23281,To ''Arbcom''? Aren't we being a bit dramatic here when other forms of dispute resolution have not been tried?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,,,,-2,,,,,-10,,-3,,,,,-5,,-2,,,,,,,,-6,,,-2,-1,,,,,,,-2,,,-4,,,,,3,,,,,3
880,621241,"We? Which ""we"" would this be?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,-1,,,,,-6,,-2,,,,,-4,,-2,,,,,,,,-9,,,-10,-3,,,,,,,-1,,,-5,,,,,-5,,,,,6
881,440673,"As I suspected, user CBERLET reverted my work on the recruitment section -- he just spouts JARGON as a magic-keyword and hits his button. What am I supposed to do about this?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,-5,,,,,-5,,-6,,,,-11,,,,,,,-7,,-2,,,-3,,,0,,,,,,-3,,,,,-3,,,,-3,,0,,,-10
882,610652,"I was wondering, why did you do that, create that new cat and then add it to the polanski without any discussion at all? Have you read the polanski talkpage and seen the lengthy discussion regarding the cats there?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,-8,,,,,-6,,-1,,,,-6,,,,,,,-6,,-10,,,-8,,,-1,,,,,,-6,,,,,-3,,,,-7,,-1,,,-12
883,461436,That sounds to POVish to me <url>. What do you think?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,-6,,1,,,,-3,,,,,,,3,,-1,,,6,,,0,,,,,,5,,,,,0,,,,-4,,0,,,0
884,619213,"If you're not going to reply then I will undo the edit. Again, why have ""Fictional martial artists"" over the sub-cat ""Anime and manga martial artists"" and not use alphabetical order?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-3,,,,,-6,,-2,,,,-3,,,,,,,-6,,-8,,,-2,,,-3,,,,,,-2,,,,,-3,,,,-9,,-3,,,-12
885,569437,"Not according to the history on <url>. Can you give me a link to follow, please?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,2,,,,,-1,,3,,,,-3,,,,,,,12,,2,,,3,,,1,,,,,,4,,,,,3,,,,-3,,2,,,-12
886,621208,"Hi, what was the image you are having problems with? Was it <url>?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,5,,,,,-7,,2,,,,0,,,,,,,12,,11,,,6,,,1,,,,,,2,,,,,0,,,,3,,1,,,0
887,622124,"I understand ''your'' position, however I disagree with it, even regarding the spirit. <ins>Mostly because I don't see linking something as modification of the quote, therefore it's a moot point, even when coupled with bracketed additions.</ins> Perhaps we should see<ins>k</ins> comments from additional editors?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,-4,,,,,-3,,-5,,,,0,,,,,,,-8,,0,,,9,,,-1,,,,,,5,,,,,0,,,,1,,4,,,3
888,467055,"You recently edited this page. It is my view that this page is just a corporate marketing listing, there are several hundred companies that do the same job yet are not listed in Wikipedia - Do you not think that this is advertorial?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,-2,,,,,2,,0,,,,-1,,,,,,,-4,,-1,,,-5,,,-1,,,,,,3,,,,,-3,,,,-3,,0,,,-4
889,11071,"Hi <name> - the above has led me to two native Danish speakers on the English wiki - <url> and Saddhiyama--<url> - the first is "" very active on naval articles."" and has just translated HMS Falcon (1802) for Danish Wiki<url>. Thoughts?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,5,,,,,-2,,1,,,,0,,,,,,,6,,-1,,,-6,,,-1,,,,,,0,,,,,0,,,,5,,1,,,-3
890,363579,"I read his note, and you should know that as I responded to it and then you responded to me. So where did the doubt come in regarding that matter?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,6,,-1,,,,-11,,,,,,,-5,,-3,,,-7,,,-1,,,,,,0,,,,,0,,,,-4,,-1,,,-10
891,536478,"On another subject, have you finished the books I suggested? Want more?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,,2,,,,,8,,,2,,,,1,,,,,,,,0,,-2,,,12,,,,,,,,-2,,,,1,,,-1,,0,,-3
892,159706,I think this is a clear case of <url> . What do you think?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,,2,,,,,6,,,0,,,,2,,,,,,,,7,,6,,,2,,,,,,,,5,,,,4,,,0,,1,,-3
893,629111,It looks like it was carved out of both Ochamchira and Gali but I'm not sure whether that's actually the case. Do you?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,3,,,,,1,,,1,,,,2,,,,,,,,5,,5,,,2,,,,,,,,3,,,,2,,,3,,1,,6
