Community,Num,Num,Id,Request,Type,EN1,EN2,EN3,EN4,EN5,EN6,EN7,EN8,EN9,EN10,EN11,EN12,EN13,EN14,EN15,EN16,EN17,EN18,EN19,EN20,EN21,EN22,EN23,EN24,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27
Wikipedia,335,935,52743,That should be good now. Except isn't it el-Senussi not El Senussi?,Rating,,2,,,,,4,3,,,4,,,,,2,,,5,,,,,-1,,,,,1,,,,1,,,12,5,,,,5,,,,0,,,,,,-3
Wikipedia,335,935,52743,That should be good now. Except isn't it el-Senussi not El Senussi?,Highlight,,"1: That,2: should,3: be,4: good,5: now.",,,,,"1: That,2: should,3: be,4: good,5: now.,6: Except","1: That,2: should,3: be,4: good,5: now.,10: not",,,"1: That,2: should,3: be,4: good",,,,,"1: That,2: should,3: be,4: good,5: now.",,,4: good,,,,,"6: Except,7: isn't,8: it",,,,,"1: That,2: should,3: be,4: good,5: now.",,,,"2: should,3: be,4: good,6: Except",,,6: Except,"1: That,2: should,3: be,4: good,5: now.",,,,"1: That,2: should,3: be,4: good,5: now.",,,,"1: That,2: should,3: be,4: good,5: now.",,,,,,"7: isn't,8: it"
Wikipedia,336,936,40293,"Hi <name>, thanks for adding a source to the timetable as a reference for the destinations served. But how do you know that Sharjah and Istanbul are operated as charter flights?",Rating,,1,,,,,2,0,,,2,,,,,0,,,1,,,,,1,,,,,-2,,,,1,,,11,3,,,,-2,,,,1,,,,,,-3
Wikipedia,336,936,40293,"Hi <name>, thanks for adding a source to the timetable as a reference for the destinations served. But how do you know that Sharjah and Istanbul are operated as charter flights?",Highlight,,"3: thanks,4: for,5: adding,6: a,7: source",,,,,"1: Hi,3: thanks,18: But,19: how","1: Hi,2: <name>,,18: But,19: how,20: do,21: you,22: know",,,"1: Hi,2: <name>,,3: thanks",,,,,"18: But,19: how,20: do,21: you,22: know,23: that,24: Sharjah,25: and,26: Istanbul,27: are,28: operated,29: as,30: charter",,,19: how,,,,,"1: Hi,2: <name>,,3: thanks,4: for,18: But",,,,,"1: Hi,2: <name>,,3: thanks,18: But",,,,"3: thanks,4: for,18: But,19: how,20: do,21: you",,,"3: thanks,4: for","1: Hi,3: thanks,4: for,18: But,19: how",,,,"3: thanks,19: how,20: do,21: you,22: know",,,,"3: thanks,4: for,18: But,19: how,20: do,21: you,22: know",,,,,,"1: Hi,3: thanks,19: how,20: do,21: you,22: know"
Wikipedia,337,937,555924,I think <url> will require checkuser intervention. How do I relist it?,Rating,,1,,,,,0,0,,,0,,,,,0,,,0,,,,,0,,,,,0,,,,2,,,11,2,,,,6,,,,0,,,,,,-3
Wikipedia,337,937,555924,I think <url> will require checkuser intervention. How do I relist it?,Highlight,,"1: I,2: think,8: How,9: do,10: I",,,,,"1: I,2: think,8: How,9: do,10: I","5: require,6: checkuser,7: intervention.",,,"1: I,2: think,8: How,9: do,10: I",,,,,"1: I,2: think",,,8: How,,,,,"8: How,9: do,10: I",,,,,"2: think,8: How,9: do",,,,"1: I,2: think,8: How",,,"8: How,9: do,10: I,11: relist,12: it?","1: I,2: think",,,,"2: think,8: How,9: do,10: I",,,,"1: I,2: think",,,,,,"1: I,2: think,8: How,9: do,10: I"
Wikipedia,338,938,387090,"Thanks for your participation. Just out of curiosity, is a site preference for color over black and white explicitly indicated on some guideine or policy page?",Rating,,2,,,,,5,3,,,6,,,,,3,,,2,,,,,3,,,,,3,,,,3,,,12,7,,,,10,,,,2,,,,,,7
Wikipedia,338,938,387090,"Thanks for your participation. Just out of curiosity, is a site preference for color over black and white explicitly indicated on some guideine or policy page?",Highlight,,"1: Thanks,2: for,3: your,4: participation.",,,,,"1: Thanks,5: Just,6: out,7: of,8: curiosity,,12: preference","1: Thanks,2: for,3: your,4: participation.,5: Just,6: out,7: of,8: curiosity,,19: explicitly",,,"1: Thanks,2: for,3: your,4: participation.,5: Just,6: out,7: of,8: curiosity,",,,,,"5: Just,6: out,7: of,8: curiosity,",,,5: Just,,,,,"1: Thanks,2: for,5: Just,6: out,7: of,8: curiosity,",,,,,"1: Thanks,2: for,3: your",,,,"1: Thanks,2: for,5: Just,6: out,7: of,8: curiosity,",,,"1: Thanks,2: for,3: your,4: participation.,5: Just,6: out,7: of,8: curiosity,,9: is","1: Thanks,2: for,3: your,4: participation.",,,,"1: Thanks,5: Just,6: out,7: of,8: curiosity,",,,,"1: Thanks,2: for,3: your,4: participation.,5: Just,6: out,7: of,8: curiosity,",,,,,,"1: Thanks,5: Just,6: out,7: of,8: curiosity,"
Wikipedia,339,939,325029,"Sorry, another issue has taken my attention, and I don't think I can get to this task. Since you are running AWB, and have thought through how to do the regexes, is there a reason you can't make the heading change yourself?",Rating,,-2,,,,,-1,-6,,,-8,,,,,-5,,,-1,,,,,-2,,,,,-5,,,,1,,,12,3,,,,6,,,,3,,,,,,-12
Wikipedia,339,939,325029,"Sorry, another issue has taken my attention, and I don't think I can get to this task. Since you are running AWB, and have thought through how to do the regexes, is there a reason you can't make the heading change yourself?",Highlight,,"1: Sorry,,2: another,3: issue,4: has,5: taken,6: my,7: attention,,8: and,9: I,10: don't,11: think,12: I,13: can,14: get,15: to,16: this,17: task.,32: is,33: there,34: a,35: reason,36: you,37: can't,38: make,39: the,40: heading,41: change,42: yourself?",,,,,"1: Sorry,,2: another,3: issue,4: has,5: taken,6: my,7: attention,,32: is,33: there,34: a,35: reason,36: you,37: can't,38: make,39: the,40: heading,41: change,42: yourself?","1: Sorry,,2: another,3: issue,4: has,5: taken,6: my,7: attention,,8: and,9: I,10: don't,11: think,12: I,13: can,14: get,15: to,16: this,17: task.,32: is,33: there,34: a,35: reason,36: you,37: can't,38: make,39: the,40: heading,41: change,42: yourself?",,,"1: Sorry,,9: I,10: don't,11: think,12: I,13: can,14: get,15: to,16: this,17: task.,32: is,33: there,34: a,35: reason,36: you,37: can't,38: make,39: the,40: heading,41: change,42: yourself?",,,,,"32: is,33: there,34: a,35: reason,36: you,37: can't,38: make,39: the,40: heading,41: change,42: yourself?",,,"18: Since,32: is",,,,,"1: Sorry,,32: is,33: there,34: a,35: reason,36: you,37: can't",,,,,"1: Sorry,,32: is,33: there,34: a,35: reason,36: you,37: can't,38: make,39: the,40: heading,41: change,42: yourself?",,,,"1: Sorry,,9: I,10: don't,11: think,32: is,33: there,34: a,35: reason",,,"1: Sorry,,2: another,3: issue,4: has,5: taken,6: my,7: attention,","1: Sorry,,32: is,33: there,34: a,35: reason,36: you,37: can't,38: make",,,,"1: Sorry,,32: is,33: there,34: a,35: reason",,,,"1: Sorry,,2: another,3: issue,4: has,5: taken,6: my,7: attention,,32: is,33: there,34: a,35: reason",,,,,,"1: Sorry,,9: I,10: don't,11: think,12: I,13: can,14: get,15: to,16: this,17: task.,18: Since,19: you,20: are,32: is,33: there,34: a,35: reason,36: you,37: can't"
Wikipedia,340,940,630266,"I'm pretty sure I didn't violate 3RR unless there's another revert I'm missing. Does replacing the ""/"" in <tt><ref name=missingref /></tt> when replacing a deleted reference count as a revert?",Rating,,0,,,,,0,-8,,,,,,,,-3,,,3,,,,,-1,,,,,-2,,,,0,,,12,0,,,,-5,,,,0,,,,,,-6
Wikipedia,340,940,630266,"I'm pretty sure I didn't violate 3RR unless there's another revert I'm missing. Does replacing the ""/"" in <tt><ref name=missingref /></tt> when replacing a deleted reference count as a revert?",Highlight,,"1: I'm,2: pretty,3: sure,4: I,5: didn't,6: violate,7: 3RR,8: unless,9: there's,10: another,11: revert,12: I'm,13: missing.",,,,,"1: I'm,2: pretty,3: sure,4: I,5: didn't,6: violate,8: unless,14: Does","1: I'm,2: pretty,3: sure,4: I,5: didn't,6: violate,7: 3RR",,,"7: 3RR,16: the,17: ""/"",18: in,19: <tt><ref,20: name=missingref,21: /></tt>,22: when",,,,,"1: I'm,2: pretty,3: sure,4: I,5: didn't,6: violate,7: 3RR",,,2: pretty,,,,,"1: I'm,2: pretty,3: sure",,,,,"2: pretty,3: sure",,,,"2: pretty,3: sure",,,"8: unless,9: there's,10: another,11: revert,12: I'm,13: missing.","1: I'm,2: pretty,3: sure,4: I",,,,"1: I'm,2: pretty,3: sure",,,,"1: I'm,2: pretty,3: sure,8: unless",,,,,,"1: I'm,2: pretty,3: sure,4: I,5: didn't"
Wikipedia,341,941,221864,I'll take a look. Can you give me an example?,Rating,,1,,,0,,,,,5,,,-1,,,0,,,,,,,8,,,0,,0,,,,,1,,,,,,,2,,,7,,,8,,1,,,-7
Wikipedia,341,941,221864,I'll take a look. Can you give me an example?,Highlight,,"1: I'll,2: take,3: a,4: look.,5: Can,6: you,7: give",,,"5: Can,6: you",,,,,"5: Can,6: you",,,"5: Can,6: you",,,"1: I'll,2: take,3: a,4: look.",,,,,,,"1: I'll,2: take,4: look.",,,5: Can,,"5: Can,6: you",,,,,"5: Can,6: you",,,,,,,"5: Can,6: you",,,5: Can,,,"1: I'll,5: Can,10: example?",,"5: Can,6: you,7: give,8: me",,,"5: Can,6: you"
Wikipedia,342,942,627287,"<url> - You made a bold edit, I reverted and now we discuss. Is there a reason why the Wikipedia editor generated filmography should be deleted and replaced by a link to an outside site?",Rating,,-2,,,-2,,,,,0,,,0,,,-5,,,,,,,-6,,,5,,-1,,,,,1,,,,,,,-2,,,-6,,,0,,0,,,-12
Wikipedia,342,942,627287,"<url> - You made a bold edit, I reverted and now we discuss. Is there a reason why the Wikipedia editor generated filmography should be deleted and replaced by a link to an outside site?",Highlight,,"3: You,4: made,5: a,6: bold,7: edit,,8: I,9: reverted,10: and,11: now,12: we,13: discuss.",,,"3: You,4: made,5: a,6: bold,7: edit,,14: Is,15: there,16: a,17: reason,18: why",,,,,"3: You,4: made,5: a,6: bold,7: edit,",,,"11: now,12: we,13: discuss.",,,"3: You,4: made,5: a,6: bold,7: edit,,8: I,9: reverted,10: and,11: now,12: we,13: discuss.",,,,,,,"3: You,4: made,5: a,6: bold,7: edit,",,,6: bold,,"14: Is,15: there,24: should,25: be",,,,,"14: Is,15: there,16: a,17: reason,18: why",,,,,,,"3: You,4: made,5: a,6: bold,7: edit,,8: I,9: reverted",,,"6: bold,11: now",,,"6: bold,9: reverted",,"5: a,6: bold,7: edit,,8: I,9: reverted,10: and,11: now,12: we,13: discuss.",,,"3: You,4: made,5: a,6: bold,7: edit,,14: Is,15: there,16: a,17: reason"
Wikipedia,343,943,2943,In the summer (June-July) I am going to work on the ''Messiah'' article. Would you like to be in on this?,Rating,,2,,,3,,,,,-6,,,1,,,4,,,,,,,12,,,4,,5,,,,,2,,,,,,,3,,,3,,,4,,3,,,10
Wikipedia,343,943,2943,In the summer (June-July) I am going to work on the ''Messiah'' article. Would you like to be in on this?,Highlight,,"14: Would,15: you,16: like,17: to,18: be,19: in,20: on,21: this?",,,"14: Would,15: you,16: like",,,,,"19: in,20: on,21: this?",,,"14: Would,15: you,16: like",,,"14: Would,15: you,16: like,17: to",,,,,,,"14: Would,15: you,16: like",,,14: Would,,"14: Would,15: you,16: like,17: to",,,,,"14: Would,15: you,16: like,17: to,18: be",,,,,,,"14: Would,15: you,16: like",,,"14: Would,15: you,16: like",,,"14: Would,16: like,17: to",,"14: Would,15: you,16: like,17: to,18: be",,,"14: Would,15: you,16: like,17: to"
Wikipedia,344,944,626372,I see you added a <person> licence to the image but I don't see any evidence from the source provided that this licence is proper to the image. Where do you see that this is the correct copyright licence for the image?,Rating,,0,,,-1,,,,,8,,,-1,,,-6,,,,,,,-6,,,-2,,-3,,,,,0,,,,,,,-1,,,0,,,0,,0,,,1
Wikipedia,344,944,626372,I see you added a <person> licence to the image but I don't see any evidence from the source provided that this licence is proper to the image. Where do you see that this is the correct copyright licence for the image?,Highlight,,"29: Where,30: do,31: you,32: see,33: that,34: this,35: is,36: the,37: correct",,,"1: I,2: see,3: you,4: added,29: Where,30: do,31: you,32: see,34: this,35: is,36: the,37: correct",,,,,"1: I,2: see",,,"1: I,2: see,3: you,4: added,29: Where,30: do,31: you,32: see",,,"29: Where,30: do,31: you,32: see,33: that,34: this",,,,,,,"29: Where,30: do,31: you",,,"14: see,15: any,16: evidence,30: do",,"11: but,12: I,13: don't,25: proper,29: Where,30: do,31: you,32: see,33: that",,,,,"29: Where,30: do,31: you,32: see",,,,,,,"29: Where,30: do,31: you,32: see,33: that,34: this,35: is,36: the,37: correct",,,"29: Where,30: do,31: you,32: see",,,"2: see,16: evidence,19: source,20: provided",,"29: Where,30: do,31: you,32: see",,,"12: I,13: don't,14: see,15: any,16: evidence,29: Where,30: do,31: you"
Wikipedia,345,945,296600,I had some problems updating images in the <url> Featured Article candidates. The images are uploaded both on Wikipedia and on Wikimedia Commons under the same name ... how do I get the links on the page to connect to the Wikimedia images rather than the Wikipedia ones?,Rating,,0,,,2,,,,,-2,,,0,,,5,,,,,,,12,,,1,,2,,,,,0,,,,,,,0,,,0,,,2,,0,,,-3
Wikipedia,345,945,296600,I had some problems updating images in the <url> Featured Article candidates. The images are uploaded both on Wikipedia and on Wikimedia Commons under the same name ... how do I get the links on the page to connect to the Wikimedia images rather than the Wikipedia ones?,Highlight,,"29: how,30: do,31: I,32: get,33: the,34: links,35: on,36: the,37: page,38: to,39: connect",,,"28: ...,29: how,30: do,31: I",,,,,"28: ...,29: how",,,"29: how,30: do,31: I,32: get",,,"29: how,30: do,31: I,32: get,33: the,34: links,35: on,36: the,37: page,38: to,39: connect,40: to,41: the,42: Wikimedia,43: images,44: rather,45: than,46: the,47: Wikipedia,48: ones?",,,,,,,"29: how,30: do,31: I,32: get",,,"28: ...,29: how,30: do",,"28: ...,29: how,30: do,31: I",,,,,"1: I,2: had,3: some,4: problems,29: how,30: do,31: I,32: get",,,,,,,"29: how,30: do,31: I",,,"44: rather,45: than",,,"2: had,3: some,4: problems,29: how,30: do,31: I",,"29: how,30: do,31: I,32: get",,,"29: how,30: do,31: I"
Wikipedia,346,946,562572,"Did make me smile....a dreamtime legend of a tiger in WA of all places. Seems a long way to walk, even when there was a land bridge ?",Rating,,1,,,3,,,,,-4,,,0,,,5,,,,,,,,,,0,,-2,,,,,0,,,,,,,,,,-3,,,4,,0,,,0
Wikipedia,346,946,562572,"Did make me smile....a dreamtime legend of a tiger in WA of all places. Seems a long way to walk, even when there was a land bridge ?",Highlight,,"1: Did,2: make,3: me,4: smile....a",,,"1: Did,2: make,3: me,4: smile....a,28: ?",,,,,4: smile....a,,,"15: Seems,16: a,17: long,18: way,19: to,20: walk,",,,"1: Did,2: make,3: me,4: smile....a",,,,,,,"5: dreamtime,6: legend",,,15: Seems,,"1: Did,4: smile....a,15: Seems,21: even",,,,,15: Seems,,,,,,,"1: Did,2: make,3: me,4: smile....a,5: dreamtime,6: legend,7: of,8: a,9: tiger,10: in,11: WA,12: of,13: all,14: places.,15: Seems,16: a,17: long,18: way,19: to,20: walk,,21: even,22: when,23: there,24: was,25: a,26: land,27: bridge,28: ?",,,"4: smile....a,28: ?",,,"1: Did,2: make,3: me,4: smile....a",,"1: Did,2: make,3: me,4: smile....a",,,"1: Did,2: make,3: me,4: smile....a,15: Seems,21: even"
Wikipedia,347,947,480243,I'm finding that I'm not able to access any of the DPL-related pages on the Toolserveru2013I get an error message or a blank pageu2013but somehow the Dab Challenge results are still being updated by your bot. Do you know what's going on?,Rating,,2,,,2,,,,,0,,,0,,,0,,,,,,,12,,,-2,,-2,,,,,1,,,,,,,0,,,-4,,,3,,0,,,-5
Wikipedia,347,947,480243,I'm finding that I'm not able to access any of the DPL-related pages on the Toolserveru2013I get an error message or a blank pageu2013but somehow the Dab Challenge results are still being updated by your bot. Do you know what's going on?,Highlight,,"37: Do,38: you,39: know,40: what's,41: going,42: on?",,,"16: Toolserveru2013I,37: Do,38: you,39: know,40: what's",,,,,"37: Do,38: you,39: know",,,"1: I'm,2: finding,3: that,37: Do,38: you,39: know,40: what's,41: going,42: on?",,,"37: Do,38: you,39: know,40: what's,41: going,42: on?",,,,,,,"37: Do,38: you,39: know",,,24: pageu2013but,,"4: I'm,5: not,6: able,7: to,37: Do,38: you,39: know",,,,,"1: I'm,2: finding,3: that,37: Do,38: you,39: know",,,,,,,"37: Do,38: you,39: know",,,"16: Toolserveru2013I,24: pageu2013but",,,"4: I'm,5: not,6: able,7: to,40: what's,41: going,42: on?",,"37: Do,38: you,39: know,40: what's,41: going,42: on?",,,"1: I'm,2: finding,3: that,4: I'm,5: not,6: able,7: to,37: Do,38: you,39: know"
Wikipedia,348,948,164477,"Hi, do you mind if I move your hook to go live on 26/27th? The GLAM WIKI conference could do with being highlighed by a non US/UK hook?",Rating,,3,,,7,,,,,-9,,,1,,,0,,,,,,,12,,,1,,7,,,,,2,,,,,,,2,,,7,,,6,,0,,,2
Wikipedia,348,948,164477,"Hi, do you mind if I move your hook to go live on 26/27th? The GLAM WIKI conference could do with being highlighed by a non US/UK hook?",Highlight,,"1: Hi,,2: do,3: you,4: mind",,,"1: Hi,,2: do,3: you,4: mind",,,,,"1: Hi,",,,"2: do,3: you,4: mind",,,"2: do,3: you,4: mind,5: if",,,,,,,"1: Hi,,2: do,3: you,4: mind",,,4: mind,,"1: Hi,,2: do,3: you,4: mind,5: if,19: could",,,,,"2: do,3: you,4: mind,5: if,6: I,7: move",,,,,,,"2: do,3: you,4: mind",,,"2: do,3: you,4: mind,5: if",,,"2: do,3: you,4: mind,19: could,20: do",,"1: Hi,",,,"1: Hi,,2: do,3: you,4: mind"
Wikipedia,349,949,434360,"In the ACR for <url>, you mentioned that you had concerns with my writing style and were wary of supporting it. Can you specifically clarify what content in the article you had grammatical concerns with so I can make the needed improvements and gain your support?",Rating,,8,,,1,,,,,5,,,-1,,,0,,,,,,,9,,,0,,-2,,,,,1,,,,,,,4,,,2,,,8,,0,,,-4
Wikipedia,349,949,434360,"In the ACR for <url>, you mentioned that you had concerns with my writing style and were wary of supporting it. Can you specifically clarify what content in the article you had grammatical concerns with so I can make the needed improvements and gain your support?",Highlight,,"22: Can,23: you,24: specifically,25: clarify,26: what,27: content,28: in,29: the,30: article,31: you,32: had,33: grammatical,34: concerns,35: with,36: so,37: I,38: can,39: make,40: the,41: needed,42: improvements,43: and,44: gain,45: your,46: support?",,,"22: Can,23: you,24: specifically,25: clarify,36: so,37: I,38: can,39: make,40: the,41: needed,42: improvements",,,,,"7: mentioned,25: clarify",,,"22: Can,23: you",,,"22: Can,23: you,24: specifically,25: clarify,26: what,27: content,28: in,29: the,30: article,31: you,32: had,33: grammatical,34: concerns,35: with",,,,,,,"22: Can,23: you,25: clarify,36: so,38: can,41: needed,42: improvements",,,22: Can,,"22: Can,23: you,24: specifically,36: so,44: gain,45: your,46: support?",,,,,"22: Can,23: you,24: specifically,36: so,37: I,38: can",,,,,,,"22: Can,23: you,36: so,37: I,38: can,44: gain,45: your,46: support?",,,"24: specifically,25: clarify",,,"22: Can,23: you,24: specifically,25: clarify,41: needed,42: improvements,43: and,44: gain,45: your,46: support?",,"22: Can,23: you",,,"22: Can,23: you"
Wikipedia,350,950,234011,"thanks for the reply. Would it contradict any guidelines to change it everywhere to ""TWO SQ BRACKETS"" NEWNAME|the name relevant in the article ""TWO SQ BRACKETS"" (with the hope that the name won't change again before the article is created)?",Rating,,1,,,5,,,,,-2,,,1,,,2,,,,,,,12,,,-1,,5,,,,,1,,,,,,,3,,,4,,,4,,3,,,10
Wikipedia,350,950,234011,"thanks for the reply. Would it contradict any guidelines to change it everywhere to ""TWO SQ BRACKETS"" NEWNAME|the name relevant in the article ""TWO SQ BRACKETS"" (with the hope that the name won't change again before the article is created)?",Highlight,,1: thanks,,,"1: thanks,2: for,3: the,4: reply.,27: (with,40: created)?",,,,,1: thanks,,,"1: thanks,5: Would,6: it,7: contradict",,,"28: the,29: hope,30: that,31: the,32: name,33: won't,34: change,35: again,36: before,37: the,38: article,39: is,40: created)?",,,,,,,"1: thanks,2: for,3: the,4: reply.",,,1: thanks,,"1: thanks,2: for,3: the,4: reply.,5: Would,6: it,27: (with,28: the,29: hope,30: that",,,,,"1: thanks,2: for,3: the,4: reply.",,,,,,,"1: thanks,2: for,3: the,4: reply.,5: Would",,,"1: thanks,5: Would",,,"1: thanks,2: for,3: the,4: reply.",,"1: thanks,2: for,3: the,4: reply.,5: Would,6: it,7: contradict",,,"1: thanks,5: Would,6: it,27: (with,28: the,29: hope,30: that"
Wikipedia,351,951,470945,Sure. A redirect how though?,Rating,,0,,,,1,,,,,,,,,2,,,2,,,,0,5,0,,,-1,,0,,-2,,,,,,,,-3,,,,-6,,,,4,0,,,0
Wikipedia,351,951,470945,Sure. A redirect how though?,Highlight,,"1: Sure.,2: A,3: redirect,4: how,5: though?",,,,1: Sure.,,,,,,,,,5: though?,,,1: Sure.,,,,1: Sure.,1: Sure.,1: Sure.,,,"4: how,5: though?",,1: Sure.,,"4: how,5: though?",,,,,,,,5: though?,,,,"1: Sure.,4: how,5: though?",,,,1: Sure.,1: Sure.,,,"1: Sure.,4: how,5: though?"
Wikipedia,352,952,481136,What are you having a problem with? Are you having trouble with the ssh authentication?,Rating,,3,,,,7,,,,,,,,,0,,,0,,,,1,12,-1,,,0,,-3,,0,,,,,,,,-3,,,,-3,,,,-6,0,,,0
Wikipedia,352,952,481136,What are you having a problem with? Are you having trouble with the ssh authentication?,Highlight,,"1: What,2: are,3: you,4: having,5: a,6: problem,7: with?,8: Are,9: you,10: having,11: trouble",,,,"1: What,2: are,3: you,4: having,5: a,6: problem,7: with?",,,,,,,,,7: with?,,,"3: you,9: you",,,,"1: What,2: are,3: you,4: having,5: a,6: problem,7: with?,10: having,11: trouble","1: What,2: are,3: you,4: having,6: problem,7: with?","3: you,4: having,5: a,6: problem",,,"1: What,2: are,3: you,4: having,5: a,6: problem,7: with?",,"1: What,2: are,3: you,8: Are,9: you,10: having",,"8: Are,9: you,10: having",,,,,,,,"1: What,8: Are",,,,7: with?,,,,"1: What,2: are,3: you,6: problem,8: Are,9: you","1: What,2: are,3: you,4: having,5: a,6: problem,7: with?",,,"1: What,2: are,3: you,4: having,5: a,6: problem,7: with?"
Wikipedia,353,953,318287,Thanks for your reply. I've tried to incorporate the references into the article; how is it now?,Rating,,6,,,,0,,,,,,,,,2,,,4,,,,9,12,3,,,9,,3,,1,,,,,,,,0,,,,10,,,,4,3,,,-1
Wikipedia,353,953,318287,Thanks for your reply. I've tried to incorporate the references into the article; how is it now?,Highlight,,"1: Thanks,2: for,3: your,4: reply.,5: I've,6: tried,7: to,8: incorporate,14: how,15: is,16: it,17: now?",,,,"1: Thanks,2: for,3: your,4: reply.",,,,,,,,,"1: Thanks,13: article;,17: now?",,,1: Thanks,,,,"1: Thanks,2: for,3: your,4: reply.,14: how,15: is,16: it,17: now?",1: Thanks,"1: Thanks,2: for",,,"1: Thanks,2: for,3: your,4: reply.,5: I've,6: tried,14: how,15: is,16: it,17: now?",,"1: Thanks,2: for,3: your",,"1: Thanks,2: for,3: your,4: reply.,14: how,15: is,16: it,17: now?",,,,,,,,"13: article;,14: how",,,,"1: Thanks,2: for,3: your,4: reply.,14: how,15: is,16: it,17: now?",,,,"1: Thanks,6: tried","1: Thanks,2: for,3: your,4: reply.",,,"1: Thanks,14: how,15: is,16: it,17: now?"
Wikipedia,354,954,44807,"Hello, I'm with the project of turning the list <url> hat is the same list in English, but in another language, and more link for azure. I have a problem, <url>, could you help me?",Rating,,2,,,,8,,,,,,,,,0,,,0,,,,1,12,3,,,9,,4,,-1,,,,,,,,3,,,,5,,,,4,4,,,-5
Wikipedia,354,954,44807,"Hello, I'm with the project of turning the list <url> hat is the same list in English, but in another language, and more link for azure. I have a problem, <url>, could you help me?",Highlight,,"27: I,28: have,29: a,30: problem,,31: <url>,,32: could,33: you,34: help,35: me?",,,,"27: I,28: have,29: a,30: problem,,31: <url>,,32: could,33: you,34: help,35: me?",,,,,,,,,35: me?,,,"1: Hello,,34: help",,,,"32: could,33: you,34: help,35: me?","1: Hello,,32: could,33: you,34: help,35: me?","1: Hello,,27: I,28: have,29: a,30: problem,,31: <url>,,32: could,33: you,34: help,35: me?",,,"32: could,33: you,34: help,35: me?",,"32: could,33: you",,"27: I,28: have,29: a,30: problem,,31: <url>,",,,,,,,,32: could,,,,"1: Hello,,32: could,33: you,34: help,35: me?",,,,"1: Hello,,32: could","1: Hello,,32: could,33: you,34: help,35: me?",,,"1: Hello,,27: I,28: have,29: a,30: problem,,32: could,33: you,34: help,35: me?"
Wikipedia,355,955,618861,"Very well I won't contact you anymore. <name>, whatever happen to the spirit of collaboration?",Rating,,0,,,,-2,,,,,,,,,-6,,,-2,,,,-2,-10,-3,,,-7,,-10,,-3,,,,,,,,-2,,,,-12,,,,-4,-3,,,-12
Wikipedia,355,955,618861,"Very well I won't contact you anymore. <name>, whatever happen to the spirit of collaboration?",Highlight,,"1: Very,2: well,3: I,4: won't,5: contact,6: you,7: anymore.",,,,"1: Very,2: well,3: I,4: won't,5: contact,6: you,7: anymore.",,,,,,,,,"1: Very,2: well,4: won't,13: spirit",,,4: won't,,,,"9: whatever,10: happen","9: whatever,10: happen,11: to,12: the,13: spirit,15: collaboration?","1: Very,2: well,3: I,4: won't,5: contact,6: you,7: anymore.,9: whatever,10: happen",,,"3: I,4: won't,5: contact,6: you,7: anymore.",,"1: Very,2: well",,"2: well,7: anymore.,9: whatever",,,,,,,,9: whatever,,,,"1: Very,2: well,7: anymore.,9: whatever,10: happen",,,,"1: Very,2: well,9: whatever","1: Very,2: well,3: I,4: won't,5: contact,6: you,7: anymore.,9: whatever",,,"1: Very,2: well,3: I,4: won't,5: contact,6: you,7: anymore.,9: whatever"
Wikipedia,356,956,417932,"Regarding <url>, the alumni should be alphabetized and Tom DeLonge did go there. Why would you undo my edit?",Rating,,1,,,,0,,,,,,,,,0,,,-4,,,,-2,-11,-2,,,-6,,0,,-2,,,,,,,,-3,,,,-8,,,,-5,-3,,,-6
Wikipedia,356,956,417932,"Regarding <url>, the alumni should be alphabetized and Tom DeLonge did go there. Why would you undo my edit?",Highlight,,"14: Why,15: would,16: you,17: undo,18: my,19: edit?",,,,"4: alumni,5: should,6: be,7: alphabetized,8: and",,,,,,,,,19: edit?,,,"14: Why,16: you",,,,"14: Why,15: would,16: you,17: undo,18: my,19: edit?","14: Why,15: would,16: you","5: should,6: be,14: Why,15: would,16: you",,,"14: Why,15: would,16: you,17: undo,18: my,19: edit?",,"14: Why,15: would",,"11: did,14: Why,15: would,16: you,17: undo,18: my,19: edit?",,,,,,,,"14: Why,15: would,16: you",,,,"5: should,6: be",,,,"14: Why,15: would,16: you","14: Why,15: would,16: you,17: undo,18: my,19: edit?",,,"14: Why,15: would,16: you,17: undo,18: my,19: edit?"
Wikipedia,357,957,148641,"Haha, I'd imagine so! Which one is up next, out of further curiosity?",Rating,,3,,,,8,,,,,,,,,5,,,4,,,,8,1,0,,,3,,5,,-1,,,,,,,,-3,,,,-9,,,,3,0,,,7
Wikipedia,357,957,148641,"Haha, I'd imagine so! Which one is up next, out of further curiosity?",Highlight,,"1: Haha,,5: Which,6: one,7: is,8: up,9: next,",,,,"1: Haha,,2: I'd,3: imagine,4: so!,5: Which,6: one,7: is,8: up,9: next,,10: out,11: of,12: further,13: curiosity?",,,,,,,,,"1: Haha,,4: so!,13: curiosity?",,,"1: Haha,",,,,"2: I'd,3: imagine,4: so!","3: imagine,4: so!","1: Haha,,7: is",,,"1: Haha,,2: I'd,3: imagine,4: so!",,"1: Haha,",,"1: Haha,,13: curiosity?",,,,,,,,"1: Haha,",,,,"1: Haha,,10: out,11: of,12: further,13: curiosity?",,,,"1: Haha,,13: curiosity?","1: Haha,",,,"2: I'd,3: imagine,4: so!,10: out,11: of,12: further,13: curiosity?"
